x,y,J,J_lower,P_H,P_N,P_A,P_loc,E_radius_loss,safe_margin,angle_calls
-1300,450,1754473.61455247,1754473.61455246,0,0.99916832686441,0.000895428233924584,0,747.037955926743,-1346.87263676582,108
-1300,500,1754877.33593048,1754877.33593048,0,0.999400347011321,0.00058685926737382,0,747.192568852583,-1357.34096257709,108
-1300,550,1755318.13151972,1755318.13151972,0,0.999652628971548,0.000338038420923224,0,747.36816676409,-1368.81862000611,108
-1300,600,1755649.03796801,1755649.03796801,0,0.999841699186775,0.000158934486472505,0,747.501743261361,-1381.29101437253,108
-1300,650,1755841.05556836,1755841.05556836,0,0.999951275370852,5.14341556479015e-05,0,747.580041800197,-1394.7426032405,108
-1300,700,1755914.50247601,1755914.50247601,0,0.999993144349696,6.39204074981194e-06,0,747.610334062617,-1409.15698459416,108
-1250,0,1745025.28001236,1745025.28001236,0,0.993616323049398,0.0065718432810026,0,743.645073365857,-1250,300
-1250,50,1745161.4229804,1745161.4229804,0,0.993703216604897,0.00650232771357476,0,743.681065909073,-1250.85860918333,108
-1250,100,1745461.63429258,1745461.63429258,0,0.993895079264432,0.00629666014337087,0,743.756203015485,-1252.91138733383,108
-1250,150,1745879.46009989,1745879.46009989,0,0.994157118537987,0.00596338511996435,0,743.868106436767,-1256.07069034243,108
-1250,200,1746478.4860534,1746478.4860534,0,0.994522565417049,0.00551643345662121,0,744.050390833955,-1260.33187838996,108
-1250,250,1747259.71542787,1747259.71542787,0,0.994990044062676,0.0049746548064358,0,744.30832601824,-1265.68873438291,108
-1250,300,1748222.29174709,1748222.29174709,0,0.995557830030269,0.00436115828894753,0,744.645505090137,-1272.13350878714,108
-1250,350,1749363.6431298,1749363.6431298,0,0.996223880971865,0.00370245514779067,0,745.063902107726,-1279.65697472165,108
-1250,400,1750679.72406246,1750679.72406246,0,0.996985871454645,0.00302739417809254,0,745.563952065742,-1288.24849241528,108
-1250,450,1751927.07080206,1751927.07080206,0,0.997705518142764,0.00236587619743661,0,746.043288246046,-1297.89608200296,108
-1250,500,1752814.45774862,1752814.45774862,0,0.998217519737223,0.00174732774902467,0,746.37850028238,-1308.58650354026,108
-1250,550,1753788.27806748,1753788.27806748,0,0.998776644011735,0.00119890599520579,0,746.759711535561,-1320.3053430469,108
-1250,600,1754670.90890683,1754670.90890683,0,0.999282206339863,0.000743395651055457,0,747.11097044515,-1333.03710335171,108
-1250,650,1755197.74049088,1755197.74049087,0,0.999583902838695,0.000396743756718411,0,747.318942078531,-1346.76529850333,108
-1250,700,1755643.98749846,1755643.98749846,0,0.999838817109699,0.000165157501167151,0,747.499708150615,-1361.47255052926,108
-1250,750,1755866.5543604,1755866.5543604,0,0.999965809450448,4.16617489079099e-05,0,747.590642251058,-1377.14068736937,108
-1250,800,1755923.65200094,1755923.65200094,0,0.999998356090044,1.97256239119018e-06,0,747.61417774734,-1393.75084087518,108
-1200,0,1736739.78336398,1736739.78336398,0,0.988634153264462,0.0113602058470676,0,740.786466546679,-1200,300
-1200,50,1736850.32970744,1736850.32970744,0,0.988724193527755,0.011258756772818,0,740.785929294247,-1200.88157541906,108
-1200,100,1737223.10285946,1737223.10285946,0,0.988993959777556,0.0109579460309645,0,740.835452826002,-1202.98092358123,132
-1200,150,1737898.82651535,1737898.82651535,0,0.989442395404288,0.0104682875406,0,740.991536566489,-1206.21172834942,132
-1200,200,1738887.66287255,1738887.66287255,0,0.990067762436707,0.00980698571965441,0,741.271157530238,-1210.56902876844,132
-1200,250,1740193.53193758,1740193.53193758,0,0.990867675001485,0.00899745589128084,0,741.684631222008,-1216.04617993263,132
-1200,300,1741816.63602385,1741816.63602385,0,0.991839144045169,0.00806864952859982,0,742.238984991721,-1222.63490304587,108
-1200,350,1743753.34521231,1743753.34521231,0,0.992978631403166,0.00705417989212482,0,742.937865243431,-1230.3253468679,108
-1200,400,1745810.07869664,1745810.07869664,0,0.994177128167329,0.00599124072282846,0,743.701871494325,-1239.1061595032,108
-1200,450,1747328.13379285,1747328.13379285,0,0.995061540550124,0.00491930649408618,0,744.251627947735,-1248.96456934495,108
-1200,500,1749019.11722558,1749019.11722558,0,0.996038914402066,0.00387859691847519,0,744.890147126763,-1259.88647387709,108
-1200,550,1750874.96456523,1750874.96456523,0,0.997106027985055,0.0029082804565946,0,745.613543599808,-1271.8565349635,108
-1200,600,1752385.81482407,1752385.81482407,0,0.997973534533255,0.00204438079671184,0,746.204027898593,-1284.8582792156,108
-1200,650,1753551.25771048,1753551.25771048,0,0.998641961355541,0.00131733566273833,0,746.660520195263,-1298.87420202668,108
-1200,700,1754675.76998532,1754675.76998532,0,0.999285290039748,0.000749137354121358,0,747.111528638706,-1313.88587388997,108
-1200,750,1755286.6757614,1755286.67576139,0,0.999634793933509,0.000349956800659917,0,747.354384480324,-1329.87404767538,108
-1200,800,1755716.05864291,1755716.05864291,0,0.999879984435307,0.000114113974824898,0,747.528623020856,-1346.81876562188,108
-1200,850,1755897.1979412,1755897.1979412,0,0.999983285031947,1.52013716253847e-05,0,747.603111236436,-1364.69946490431,108
-1150,0,1725573.72764122,1725573.72764121,0,0.981761777340774,0.0180434651870093,0,737.076675577956,-1150,348
-1150,50,1725701.49890375,1725701.49890375,0,0.981903377698613,0.0179035050825201,0,737.037790523279,-1150.90560915709,132
-1150,100,1726201.01012783,1726201.01012783,0,0.982327615041733,0.0174878525998682,0,737.044684895573,-1153.05368724218,132
-1150,150,1727176.01402014,1727176.01402013,0,0.983032809519211,0.0168090926367497,0,737.219303795823,-1156.35929770316,132
-1150,200,1728651.73260903,1728651.73260903,0,0.984016198643559,0.0158878695931158,0,737.594947112785,-1160.81712817966,132
-1150,250,1730643.7775666,1730643.7775666,0,0.985273991353954,0.0147523915007965,0,738.193750417071,-1166.42006593328,132
-1150,300,1733160.7743131,1733160.7743131,0,0.986801440198502,0.01343773440636,0,739.032098844416,-1173.15925387949,108
-1150,350,1735417.04262979,1735417.04262979,0,0.988154502509091,0.0119849444806167,0,739.783255877405,-1181.02415928063,108
-1150,400,1737699.62767031,1737699.62767031,0,0.98950340780925,0.0104399327710269,0,740.571397540082,-1190.00265388185,108
-1150,450,1740294.26750442,1740294.26750442,0,0.991016381978001,0.00885215366320295,0,741.517480799268,-1200.08110410804,108
-1150,500,1743184.87004906,1743184.87004906,0,0.992688149303821,0.00727305256805848,0,742.613147529984,-1211.24446981716,108
-1150,550,1746168.62107496,1746168.62107496,0,0.994405882125253,0.0057542606443525,0,743.77043246693,-1223.47641002569,108
-1150,600,1748236.50473254,1748236.50473254,0,0.995596797570115,0.00434550386597945,0,744.5581991526,-1236.75939398596,108
-1150,650,1750459.63437345,1750459.63437345,0,0.996872202114525,0.00309217951379389,0,745.431034755349,-1251.07481599972,108
-1150,700,1752425.70211353,1752425.70211353,0,0.997998235989361,0.00203253379218482,0,746.211924326703,-1266.40311239459,108
-1150,750,1753777.59510604,1753777.59510604,0,0.99877223753048,0.00119434753726142,0,746.747230225037,-1282.72387916621,108
-1150,800,1754892.43521282,1754892.43521281,0,0.999409538082178,0.000590999415306019,0,747.195677993946,-1300.01598889211,108
-1150,850,1755583.73001008,1755583.73001008,0,0.999804393243706,0.000216721995908556,0,747.475634916231,-1318.25770564946,108
-1150,900,1755864.25065786,1755864.25065786,0,0.999964498447823,4.07863555878702e-05,0,747.589636297841,-1337.42679681029,108
-1150,950,1755925.93059478,1755925.93059478,0,0.99999965390879,2.29655535608821e-07,0,747.615135398911,-1357.50064074022,108
-1100,0,1712068.51009837,1712068.51009837,0,0.973161804369377,0.0269374243656366,0,732.839205487758,-1100,348
-1100,50,1712156.25087495,1712156.25087495,0,0.973369983102693,0.0267520899358345,0,732.708116753226,-1100.93078657718,132
-1100,100,1712708.89119476,1712708.89119476,0,0.973993682243412,0.0262010446315323,0,732.584253380924,-1103.12990816819,132
-1100,150,1713960.94604797,1713960.94604796,0,0.975030407763845,0.0252990596090298,0,732.707490066602,-1106.51386211324,132
-1100,200,1715652.10946422,1715652.10946422,0,0.97629129283458,0.0240704078253035,0,733.006040147837,-1111.07695073367,132
-1100,250,1717539.02075951,1717539.02075951,0,0.977595275745465,0.0225483467780697,0,733.404527678299,-1116.81154866528,108
-1100,300,1720036.54782906,1720036.54782906,0,0.979178052892372,0.0207743953258191,0,734.101756857583,-1123.70816573427,108
-1100,350,1723098.87450792,1723098.87450792,0,0.981033390109867,0.0187974043669686,0,735.084520074369,-1131.75552394034,108
-1100,400,1726685.33557513,1726685.33557512,0,0.9831542181166,0.0166724189757354,0,736.333426906332,-1140.94064712077,108
-1100,450,1730763.52203787,1730763.52203787,0,0.985532757185718,0.0144593260504589,0,737.830489691912,-1151.24896168194,108
-1100,500,1735086.23839434,1735086.23839434,0,0.988035108972952,0.0122212762033337,0,739.466352094432,-1162.66440664781,108
-1100,550,1738346.14996136,1738346.14996136,0,0.989921227283269,0.0100228610965481,0,740.680919838681,-1175.16955119022,108
-1100,600,1741884.4398817,1741884.4398817,0,0.991957902426944,0.00792801713382761,0,742.042389004803,-1188.74571777281,108
-1100,650,1745686.20449808,1745686.20449807,0,0.994138692737189,0.00599761249021844,0,743.542061687719,-1203.37310905632,108
-1100,700,1748350.93681967,1748350.93681967,0,0.995667453394034,0.00428665558247719,0,744.581589461417,-1219.03093677314,108
-1100,750,1750929.66335077,1750929.66335077,0,0.997143796264143,0.00284103716969903,0,745.606513521015,-1235.69755087757,108
-1100,800,1752935.34399682,1752935.34399682,0,0.998291147808167,0.00169368202276778,0,746.407448181043,-1253.35056740928,108
-1100,850,1754464.60860725,1754464.60860725,0,0.999165166982542,0.000859934162453337,0,747.023272260056,-1271.96699366154,108
-1100,900,1755317.97637534,1755317.97637534,0,0.999652771820132,0.000331923188022789,0,747.366366747121,-1291.52334941872,108
-1100,950,1755790.48089104,1755790.48089104,0,0.999922445615717,7.15431315778074e-05,0,747.559019109824,-1311.99578320872,108
-1100,1000,1755924.19746397,1755924.19746397,0,0.999998666785276,1.49301284282618e-06,0,747.61440617438,-1333.3601827019,108
-1050,0,1694579.91238883,1694579.91238883,0,0.961704329484119,0.0383578823429667,0,727.462027711184,-1050,396
-1050,50,1694369.91126149,1694369.91126149,0,0.961920403741499,0.0381199984730486,0,727.08878289419,-1050.95719128219,132
-1050,100,1694395.12419074,1694395.12419073,0,0.962567689412529,0.037412079733246,0,726.511905220896,-1053.20983854936,132
-1050,150,1695144.2110227,1695144.2110227,0,0.963643395936026,0.0362512149885338,0,726.173260543417,-1056.67593017461,132
-1050,200,1696820.33379517,1696820.33379517,0,0.965142940425713,0.034665520627149,0,726.224684383213,-1061.34934506583,132
-1050,250,1699531.7007535,1699531.7007535,0,0.967060046028765,0.0326935954389546,0,726.765214402262,-1067.2218949709,108
-1050,300,1703183.70442181,1703183.70442181,0,0.969386872559726,0.0303837616137765,0,727.782531631253,-1074.2833952213,108
-1050,350,1707679.66814432,1707679.66814432,0,0.972114173131073,0.0277930943270533,0,729.234372620949,-1082.52175122723,108
-1050,400,1712950.09638269,1712950.09638269,0,0.975231469705224,0.0249862407532981,0,731.081955898096,-1091.92305904836,108
-1050,450,1717934.92481284,1717934.92481284,0,0.978152646418571,0.0220340261012339,0,732.864474384486,-1102.47171815032,108
-1050,500,1722603.77645807,1722603.77645807,0,0.980871192139007,0.0190118391031618,0,734.561158957432,-1114.15055430442,108
-1050,550,1727732.87261854,1727732.87261854,0,0.98383597794025,0.0159977819619332,0,736.496416523016,-1126.94095049896,108
-1050,600,1733296.86164894,1733296.86164894,0,0.987037008293686,0.013070559563579,0,738.654796181996,-1140.8229837035,108
-1050,650,1737954.42721661,1737954.42721661,0,0.98971339264261,0.0103070690350948,0,740.461592493935,-1155.77556535853,108
-1050,700,1742122.16967871,1742122.16967871,0,0.99210445863517,0.00777963224809316,0,742.091258546392,-1171.77658354643,108
-1050,750,1746511.14254425,1746511.14254425,0,0.994616634988244,0.00555278869444947,0,743.84402205943,-1188.8030449276,108
-1050,800,1749362.69964631,1749362.69964631,0,0.996249469689615,0.00367953116161778,0,744.968753715875,-1206.83121468953,108
-1050,850,1752253.26766021,1752253.26766021,0,0.997901578510539,0.00219681672515913,0,746.134226260401,-1225.83675294748,108
-1050,900,1753906.96710459,1753906.96710459,0,0.998847021292992,0.00112011231704973,0,746.794521550732,-1245.79484624387,108
-1050,950,1755134.49645978,1755134.49645978,0,0.999548058108664,0.000436623146299077,0,747.291624023251,-1266.68033301109,108
-1050,1000,1755747.11770871,1755747.11770871,0,0.999897710785933,9.66782021826958e-05,0,747.541249412594,-1288.46782208162,108
-1050,1050,1755923.55701941,1755923.55701941,0,0.999998301889581,2.46339573839056e-06,0,747.61414299094,-1311.13180354274,108
-1000,0,1672989.02388784,1672989.02388784,0,0.947073630551874,0.0526206224358584,0,720.972499946658,-1000,300
-1000,50,1672345.08279316,1672345.08279316,0,0.947374314309597,0.0523226837845124,0,720.248159412319,-1000.98491522463,132
-1000,100,1671787.18728012,1671787.18728012,0,0.948275046327379,0.0514353935399827,0,719.101955751255,-1003.29375569342,132
-1000,150,1672303.08304194,1672303.08304194,0,0.949771898729334,0.0499783203774141,0,718.322281588688,-1006.84606092345,132
-1000,200,1674424.65439632,1674424.65439632,0,0.951858423060278,0.0479836703773089,0,718.239268929843,-1011.6352434991,108
-1000,250,1678134.80732616,1678134.80732616,0,0.954525791753245,0.0454957171103088,0,718.940087143501,-1017.65249573147,108
-1000,300,1683196.4692166,1683196.4692166,0,0.957762985670219,0.0425699965481404,0,720.345406140014,-1024.88686947571,108
-1000,350,1688559.69204202,1688559.69204202,0,0.961052662812086,0.0392722836523548,0,721.993726149858,-1033.32537357376,108
-1000,400,1693947.78989797,1693947.78989797,0,0.964283014062968,0.0356773554671936,0,723.747788609564,-1042.9530869461,108
-1000,450,1700102.47816509,1700102.47816509,0,0.96790272689772,0.031867542557912,0,725.906787883969,-1053.75328511151,108
-1000,500,1706972.31775206,1706972.31775206,0,0.971898160650569,0.0279310655469175,0,728.436078750229,-1065.70757774426,108
-1000,550,1714515.15222857,1714515.15222857,0,0.976255006356134,0.0239601460348545,0,731.308231232373,-1078.79605478599,108
-1000,600,1721003.05935323,1721003.05935322,0,0.979995449383948,0.0200488709530282,0,733.78052441829,-1092.99743861227,108
-1000,650,1727156.28641777,1727156.28641777,0,0.983533819771512,0.016290775720228,0,736.154338898704,-1108.28923980588,108
-1000,700,1733709.04074601,1733709.04074601,0,0.987291096898845,0.0127760933746837,0,738.738201470396,-1124.64791420249,108
-1000,750,1739128.71344978,1739128.71344978,0,0.990396474761452,0.00958859231491478,0,740.876280532138,-1142.04901903965,108
-1000,800,1743895.24379285,1743895.24379285,0,0.993124746861195,0.00680189146361389,0,742.770059794011,-1160.46736624565,108
-1000,850,1748139.3244253,1748139.3244253,0,0.995551447207551,0.00447509373835302,0,744.472482017664,-1179.87717113973,108
-1000,900,1751254.7913975,1751254.7913975,0,0.997332227227268,0.00264750864441454,0,745.722664780096,-1200.25219506762,108
-1000,950,1753531.55222238,1753531.55222238,0,0.998632891336292,0.00133212891319365,0,746.640901142396,-1221.565880757,108
-1000,1000,1755034.49596554,1755034.49596553,0,0.999490996926966,0.000507360269407848,0,747.251074786125,-1243.7914794355,108
-1000,1050,1755734.41378274,1755734.41378274,0,0.999890461233885,0.00010623330398704,0,747.536097539486,-1266.90216900313,108
-1000,1100,1755924.01300341,1755924.01300341,0,0.999998561670818,1.86652355793552e-06,0,747.614331407725,-1290.87116278389,108
-950,0,1552576.20073762,1552576.20073762,0,0.930151834027895,0.0699902878916933,0,693.388481632104,-950,300
-950,50,1553697.43115533,1553697.43115533,0,0.930505787087762,0.0696282636925693,0,692.63381395044,-951.014059775293,132
-950,100,1559616.26806063,1559616.26806063,0,0.931561938250603,0.068548427701555,0,692.174857825258,-953.381965229688,132
-950,150,1572470.95871883,1572470.95871883,0,0.933302956719062,0.0667698178051346,0,693.425403930369,-957.024870237557,132
-950,200,1593379.99283409,1593379.99283409,0,0.935699257052159,0.0643246844051778,0,696.973473404665,-961.935672587676,108
-950,250,1622212.11055053,1622212.11055053,0,0.938707905879275,0.0612594660560566,0,702.813113806523,-968.104881355611,108
-950,300,1656486.33070938,1656486.33070938,0,0.942259464100117,0.0576361639219499,0,710.278899127492,-975.52070722114,108
-950,350,1662838.3276749,1662838.3276749,0,0.946194396755446,0.0535338060011073,0,712.142460242864,-984.169172551384,132
-950,400,1670348.31847087,1670348.31847087,0,0.950688311689916,0.0490399298500842,0,714.629775295891,-994.034238910398,132
-950,450,1678920.26207502,1678920.26207502,0,0.955723320887688,0.0442490091568543,0,717.674294809259,-1005.09794937572,132
-950,500,1688361.91063242,1688361.91063242,0,0.961211457831804,0.0392627596242679,0,721.175281773948,-1017.34058285517,132
-950,550,1696224.70345758,1696224.70345758,0,0.965771434897765,0.0341881973393799,0,724.076510830767,-1030.74081750433,132
-950,600,1704653.10226082,1704653.10226082,0,0.97063291254538,0.029135466475294,0,727.281042866434,-1045.27590034251,108
-950,650,1713700.34357744,1713700.34357744,0,0.975831748630726,0.0242154061741665,0,730.804191342548,-1060.92182024589,108
-950,700,1721911.82969683,1721911.82969683,0,0.980543326226133,0.0195368083752048,0,734.021102848667,-1077.65348164927,108
-950,750,1729043.1996632,1729043.1996632,0,0.984631132709189,0.015203294332241,0,736.82342666744,-1095.44487650071,108
-950,800,1736526.03995896,1736526.03995896,0,0.988912370522535,0.0113097048438465,0,739.817147902892,-1114.26925227058,108
-950,850,1741847.05482131,1741847.05482131,0,0.991957140274827,0.00793785322156925,0,741.929065728433,-1134.09927410618,108
-950,900,1747160.65611295,1747160.65611295,0,0.994993469912415,0.00515142312329064,0,744.073444853561,-1154.90717952868,108
-950,950,1750578.84512442,1750578.84512442,0,0.996947011778368,0.00298969257362287,0,745.443255658661,-1176.66492438041,108
-950,1000,1753340.903415,1753340.903415,0,0.998524258065763,0.00145960786302326,0,746.562509000524,-1199.34431903504,108
-950,1050,1755018.62987132,1755018.62987132,0,0.999481982332245,0.000525474478719367,0,747.24449202294,-1222.91715417274,108
-950,1100,1755752.43939066,1755752.43939066,0,0.999900746265782,9.50955839957357e-05,0,747.543445228688,-1247.35531568979,108
-950,1150,1755925.56269948,1755925.56269948,0,0.99999944438407,4.05641439715284e-07,0,747.614979713306,-1272.63088855249,108
-900,0,1425284.11092669,1425284.11092668,0,0.909440535374666,0.0905181351255884,0,663.414150908959,-900,348
-900,50,1424679.47963186,1424679.47963186,0,0.909874475170608,0.0900920433931976,0,661.694805479662,-901.044736960504,204
-900,100,1427637.0168614,1427637.0168614,0,0.911170990118919,0.0888197469833925,0,659.63209813869,-903.474804815909,156
-900,150,1438377.13053701,1438377.13053701,0,0.913313944821872,0.0867192702195345,0,659.701331433567,-907.213038234767,180
-900,200,1458093.03391001,1458093.03391001,0,0.916275694406193,0.0838211289208348,0,662.664445656315,-912.251765290444,180
-900,250,1486056.27220062,1486056.27220062,0,0.920015911198225,0.0801693475461284,0,668.291478529573,-918.580739635459,204
-900,300,1522001.83165456,1522001.83165456,0,0.924479847220214,0.0758226329941885,0,676.318243198902,-926.187243012443,204
-900,350,1566075.96041386,1566075.96041386,0,0.929595922766425,0.0708563586464628,0,686.590804525718,-935.056209981406,132
-900,400,1618556.69315671,1618556.69315671,0,0.935198401227252,0.0653647366649159,0,698.978552408932,-945.170372083466,132
-900,450,1652887.53927695,1652887.53927695,0,0.940758138845145,0.0594651232161591,0,707.539587821692,-956.510418340536,132
-900,500,1662740.89058083,1662740.89058083,0,0.946513706184564,0.0532878889021225,0,711.073040161823,-969.055168784965,132
-900,550,1673561.79915703,1673561.79915703,0,0.95278293178815,0.0469569546593268,0,715.109609950175,-982.781757622991,132
-900,600,1685291.41439259,1685291.41439259,0,0.959543220169148,0.0405992653327869,0,719.610704821206,-997.665822655592,132
-900,650,1696103.13727474,1696103.13727474,0,0.965761496323527,0.0343436902647707,0,723.788754834825,-1013.68169769951,132
-900,700,1706025.13953953,1706025.13953953,0,0.971458670448908,0.028318281483241,0,727.648440247028,-1030.80260495542,132
-900,750,1716506.69484923,1716506.69484923,0,0.977463502570329,0.0226471829125216,0,731.801250418617,-1049.00084454288,108
-900,800,1725308.09606853,1725308.09606853,0,0.982502918628922,0.0174470915545454,0,735.289192741192,-1068.24797874461,108
-900,850,1733355.25474312,1733355.25474312,0,0.987106022459129,0.0128231274869545,0,738.502803770303,-1088.51500885794,108
-900,900,1740401.38269474,1740401.38269474,0,0.991133630122073,0.0088639057902097,0,741.33367025325,-1109.77254292225,108
-900,950,1746059.45313361,1746059.45313361,0,0.994366394873337,0.00563550781161678,0,743.613695230775,-1131.99095296212,108
-900,1000,1750255.25998,1750255.25998,0,0.996762921239064,0.0031738997751239,0,745.307687100836,-1155.14052074478,108
-900,1050,1753336.35989978,1753336.35989978,0,0.99852187901038,0.00147510379036731,0,746.559417061584,-1179.191571386,108
-900,1100,1755087.02417103,1755087.02417103,0,0.999521075587122,0.000482012938871552,0,747.271837113185,-1204.11459444456,108
-900,1150,1755801.0894225,1755801.0894225,0,0.99992849555662,6.60010467836774e-05,0,747.563375817566,-1229.88035241518,108
-850,0,1304869.2752839,1304869.2752839,0,0.885603437541187,0.114203948344058,0,634.378243819265,-850,252
-850,50,1301379.43274882,1301379.43274882,0,0.886088000848144,0.113713806958184,0,631.170333209354,-851.077070899425,228
-850,100,1299727.63216256,1299727.63216256,0,0.887537073080323,0.112249090179233,0,626.741278044024,-853.572648442278,156
-850,150,1307676.8798581,1307676.8798581,0,0.889936588559257,0.109826715513102,0,625.220408419281,-857.411317855324,156
-850,200,1325607.11323865,1325607.11323865,0,0.893262384215942,0.106475624020523,0,627.284919915536,-862.58477507489,156
-850,250,1352035.21124094,1352035.21124094,0,0.897479077273803,0.102237290337652,0,632.384950841756,-869.081936402069,180
-850,300,1386454.64509786,1386454.64509786,0,0.902538404711236,0.0971671761123768,0,640.114017520049,-876.88905522629,180
-850,350,1428929.07580244,1428929.07580244,0,0.908376921235767,0.0913364530264727,0,650.255446066332,-885.98986377763,204
-850,400,1479845.25164722,1479845.25164722,0,0.914912899533568,0.084834257996647,0,662.707938024501,-896.365736590833,180
-850,450,1539821.98948099,1539821.98948099,0,0.922042198530791,0.0777710327207216,0,677.438610408749,-907.995871997479,180
-850,500,1609689.05386874,1609689.05386873,0,0.929632745044908,0.0702830572354472,0,694.45753494277,-920.857487739043,132
-850,550,1647509.06388313,1647509.06388313,0,0.937847999145834,0.0625378122022912,0,704.835283868604,-934.926026711842,132
-850,600,1660453.72947722,1660453.72947722,0,0.94532203060595,0.05470516623863,0,709.729235675472,-950.175368906757,132
