index,path,channel,x,y,from_x,from_y,result,scan,phase,distance_m,movement_s,switch_s,operating_s,delta_s,virtual_time_s,accounting_error_s
27,/clear,13,735.3032557115341,-86.12820882089581,762.5479657116625,55.37619522155188,success,False,1,144.10333301627475,28.82066660325495,0,5,33.820667000000014,492.397964,3.967450652453408e-07
28,/measure,4,509.2733252358018,-569.1070747355388,735.3032557115341,-86.12820882089581,direction,False,1,533.2523927663702,106.65047855327404,1,5,112.65047900000002,605.048443,4.467259770990495e-07
29,/clear,4,330.2545604346297,-555.0555203236951,509.2733252358018,-569.1070747355388,success,False,1,179.5693858438191,35.91387716876382,0,5,40.91387699999996,645.96232,-1.6876386155217915e-07
30,/measure,8,238.60014845550774,-726.4522195992371,330.2545604346297,-555.0555203236951,direction,False,1,194.3639878109862,38.87279756219724,1,5,44.87279799999999,690.835118,4.3780274694427135e-07
31,/measure,8,110.43252617810913,-920.3058057812545,238.60014845550774,-726.4522195992371,direction,False,1,232.39223798541724,46.478447597083445,0,5,51.47844800000007,742.313566,4.029166262853323e-07
32,/clear,8,113.02240628283182,-916.8178806885859,110.43252617810913,-920.3058057812545,success,False,1,4.344318175376445,0.8688636350752891,0,5,5.868863999999917,748.18243,3.6492462740511655e-07
33,/measure,15,-99.39990225133047,-759.1113775575625,113.02240628283182,-916.8178806885859,direction,False,1,264.56488484452797,52.912976968905596,1,5,58.91297700000007,807.095407,3.1094472774384485e-08
34,/clear,15,-241.72411783913714,-728.3195610914423,-99.39990225133047,-759.1113775575625,success,False,1,145.6170261472459,29.12340522944918,0,5,34.123404999999934,841.218812,-2.2944924538137457e-07
35,/measure,18,-515.477042393878,565.379840161215,-241.72411783913714,-728.3195610914423,direction,False,1,1322.345947361642,264.46918947232837,1,5,270.46918900000003,1111.688001,-4.723283382190857e-07
36,/measure,18,-707.5482288269543,1119.225571790851,-515.477042393878,565.379840161215,direction,False,1,586.2051135073596,117.2410227014719,0,5,122.24102300000004,1233.929024,2.9852813554498425e-07
37,/clear,18,-691.0805217709699,1166.480026600157,-707.5482288269543,1119.225571790851,success,False,1,50.041671385021345,10.00833427700427,0,5,15.008333999999877,1248.937358,-2.770043927569077e-07
38,/measure,1,-674.9999999999997,1169.1342951089923,-691.0805217709699,1166.480026600157,no_signal,True,2,16.298107919131034,3.259621583826207,1,5,9.259622000000036,1258.19698,4.1617382873226916e-07
39,/measure,2,-674.9999999999997,1169.1342951089923,-674.9999999999997,1169.1342951089923,no_signal,True,2,0.0,0.0,1,5,6.0,1264.19698,0.0
40,/measure,3,-674.9999999999997,1169.1342951089923,-674.9999999999997,1169.1342951089923,no_signal,True,2,0.0,0.0,1,5,6.0,1270.19698,0.0
41,/measure,5,-674.9999999999997,1169.1342951089923,-674.9999999999997,1169.1342951089923,no_signal,True,2,0.0,0.0,1,5,6.0,1276.19698,0.0
42,/measure,6,-674.9999999999997,1169.1342951089923,-674.9999999999997,1169.1342951089923,no_signal,True,2,0.0,0.0,1,5,6.0,1282.19698,0.0
43,/measure,7,-674.9999999999997,1169.1342951089923,-674.9999999999997,1169.1342951089923,no_signal,True,2,0.0,0.0,1,5,6.0,1288.19698,0.0
44,/measure,9,-674.9999999999997,1169.1342951089923,-674.9999999999997,1169.1342951089923,direction,True,2,0.0,0.0,1,5,6.0,1294.19698,0.0
45,/measure,10,-674.9999999999997,1169.1342951089923,-674.9999999999997,1169.1342951089923,no_signal,True,2,0.0,0.0,1,5,6.0,1300.19698,0.0
46,/measure,11,-674.9999999999997,1169.1342951089923,-674.9999999999997,1169.1342951089923,direction,True,2,0.0,0.0,1,5,6.0,1306.19698,0.0
47,/measure,12,-674.9999999999997,1169.1342951089923,-674.9999999999997,1169.1342951089923,direction,True,2,0.0,0.0,1,5,6.0,1312.19698,0.0
48,/measure,16,-674.9999999999997,1169.1342951089923,-674.9999999999997,1169.1342951089923,no_signal,True,2,0.0,0.0,1,5,6.0,1318.19698,0.0
49,/measure,17,-674.9999999999997,1169.1342951089923,-674.9999999999997,1169.1342951089923,direction,True,2,0.0,0.0,1,5,6.0,1324.19698,0.0
50,/measure,19,-674.9999999999997,1169.1342951089923,-674.9999999999997,1169.1342951089923,no_signal,True,2,0.0,0.0,1,5,6.0,1330.19698,0.0
51,/measure,20,-674.9999999999997,1169.1342951089923,-674.9999999999997,1169.1342951089923,no_signal,True,2,0.0,0.0,1,5,6.0,1336.19698,0.0
52,/measure,9,-386.98191207287226,1575.7835299285625,-674.9999999999997,1169.1342951089923,direction,False,2,498.3151805359139,99.66303610718278,1,5,105.66303600000015,1441.860016,-1.0718262899445108e-07
53,/clear,9,-306.39886568951334,1510.3698598585372,-386.98191207287226,1575.7835299285625,success,False,2,103.79101886219588,20.758203772439177,0,5,25.758203999999978,1467.61822,2.2756080042540816e-07
54,/measure,17,-296.21138076533543,1590.725570641348,-306.39886568951334,1510.3698598585372,direction,False,2,80.99892039089832,16.199784078179665,1,5,22.19978399999991,1489.818004,-7.817975600232785e-08
55,/clear,17,-203.4312449275924,1509.401710355669,-296.21138076533543,1590.725570641348,success,False,2,123.37635048028736,24.67527009605747,0,5,29.675269999999955,1519.493274,-9.605751571939436e-08
56,/measure,12,-143.13082489738923,1582.8441413854498,-203.4312449275924,1509.401710355669,direction,False,2,95.0259508312495,19.0051901662499,1,5,25.005190000000084,1544.498464,-1.6624981569179909e-07
57,/measure,12,416.2129627314334,1699.8698441713796,-143.13082489738923,1582.8441413854498,direction,False,2,571.4547120039332,114.29094240078663,0,5,119.29094200000009,1663.789406,-4.0078654706121597e-07
58,/measure,12,451.22445401979735,1716.006584126154,416.2129627314334,1699.8698441713796,direction,False,2,38.5512502858623,7.710250057172461,0,5,12.71024999999986,1676.499656,-5.7172600875787793e-08
59,/clear,12,447.36594239775815,1714.3300485193938,451.22445401979735,1716.006584126154,success,False,2,4.207004109594634,0.8414008219189268,0,5,5.841401000000133,1682.341057,1.7808120578166609e-07
60,/measure,11,-2.0676324314623002,1533.6901712900715,447.36594239775815,1714.3300485193938,direction,False,2,484.3772325669293,96.87544651338587,1,5,102.8754469999999,1785.216504,4.86614027295218e-07
61,/clear,11,-100.86394917768004,1352.732378603643,-2.0676324314623002,1533.6901712900715,success,False,2,206.17088770377703,41.234177540755404,0,5,46.23417799999993,1831.450682,4.592445250750643e-07
62,/measure,1,675.0000000000001,1169.134295108992,-100.86394917768004,1352.732378603643,no_signal,True,3,797.2911161529988,159.45822323059977,1,5,165.4582230000001,1996.908905,-2.3059968157213007e-07
63,/measure,2,675.0000000000001,1169.134295108992,675.0000000000001,1169.134295108992,no_signal,True,3,0.0,0.0,1,5,6.0,2002.908905,0.0
64,/measure,3,675.0000000000001,1169.134295108992,675.0000000000001,1169.134295108992,no_signal,True,3,0.0,0.0,1,5,6.0,2008.908905,0.0
65,/measure,5,675.0000000000001,1169.134295108992,675.0000000000001,1169.134295108992,no_signal,True,3,0.0,0.0,1,5,6.0,2014.908905,0.0
66,/measure,6,675.0000000000001,1169.134295108992,675.0000000000001,1169.134295108992,no_signal,True,3,0.0,0.0,1,5,6.0,2020.908905,0.0
67,/measure,7,675.0000000000001,1169.134295108992,675.0000000000001,1169.134295108992,no_signal,True,3,0.0,0.0,1,5,6.0,2026.908905,0.0
68,/measure,10,675.0000000000001,1169.134295108992,675.0000000000001,1169.134295108992,no_signal,True,3,0.0,0.0,1,5,6.0,2032.908905,0.0
69,/measure,16,675.0000000000001,1169.134295108992,675.0000000000001,1169.134295108992,direction,True,3,0.0,0.0,1,5,6.0,2038.908905,0.0
70,/measure,19,675.0000000000001,1169.134295108992,675.0000000000001,1169.134295108992,no_signal,True,3,0.0,0.0,1,5,6.0,2044.908905,0.0
71,/measure,20,675.0000000000001,1169.134295108992,675.0000000000001,1169.134295108992,no_signal,True,3,0.0,0.0,1,5,5.999999999999773,2050.908905,-2.2737367544323206e-13
72,/measure,16,1101.7343449490713,847.9014024084966,675.0000000000001,1169.134295108992,direction,False,3,534.128048797141,106.8256097594282,1,5,112.82561000000032,2163.734515,2.4057212044681364e-07
73,/measure,16,1374.6105768948876,888.0736220738982,1101.7343449490713,847.9014024084966,near,False,3,275.8174127820653,55.16348255641306,0,5,60.163482999999815,2223.897998,4.435867566598972e-07
74,/clear,16,1374.6105768948876,888.0736220738982,1374.6105768948876,888.0736220738982,success,False,3,0.0,0.0,0,5,5.0,2228.897998,0.0
75,/measure,1,1350.0,0.0,1374.6105768948876,888.0736220738982,no_signal,True,4,888.4145646704313,177.68291293408626,1,5,183.6829130000001,2412.580911,6.591383794329886e-08
76,/measure,2,1350.0,0.0,1350.0,0.0,no_signal,True,4,0.0,0.0,1,5,6.0,2418.580911,0.0
77,/measure,3,1350.0,0.0,1350.0,0.0,no_signal,True,4,0.0,0.0,1,5,6.0,2424.580911,0.0
78,/measure,5,1350.0,0.0,1350.0,0.0,no_signal,True,4,0.0,0.0,1,5,6.0,2430.580911,0.0
79,/measure,6,1350.0,0.0,1350.0,0.0,no_signal,True,4,0.0,0.0,1,5,6.0,2436.580911,0.0
80,/measure,7,1350.0,0.0,1350.0,0.0,no_signal,True,4,0.0,0.0,1,5,6.0,2442.580911,0.0
81,/measure,10,1350.0,0.0,1350.0,0.0,no_signal,True,4,0.0,0.0,1,5,6.0,2448.580911,0.0
82,/measure,19,1350.0,0.0,1350.0,0.0,no_signal,True,4,0.0,0.0,1,5,6.0,2454.580911,0.0
83,/measure,20,1350.0,0.0,1350.0,0.0,no_signal,True,4,0.0,0.0,1,5,6.0,2460.580911,0.0
84,/measure,20,675.0000000000001,-1169.134295108992,1350.0,0.0,no_signal,True,5,1349.9999999999998,269.99999999999994,0,5,275.0,2735.580911,5.684341886080802e-14
85,/measure,1,675.0000000000001,-1169.134295108992,675.0000000000001,-1169.134295108992,direction,True,5,0.0,0.0,1,5,6.0,2741.580911,0.0
86,/measure,2,675.0000000000001,-1169.134295108992,675.0000000000001,-1169.134295108992,no_signal,True,5,0.0,0.0,1,5,6.0,2747.580911,0.0
87,/measure,3,675.0000000000001,-1169.134295108992,675.0000000000001,-1169.134295108992,direction,True,5,0.0,0.0,1,5,6.0,2753.580911,0.0
88,/measure,5,675.0000000000001,-1169.134295108992,675.0000000000001,-1169.134295108992,no_signal,True,5,0.0,0.0,1,5,6.0,2759.580911,0.0
89,/measure,6,675.0000000000001,-1169.134295108992,675.0000000000001,-1169.134295108992,no_signal,True,5,0.0,0.0,1,5,6.0,2765.580911,0.0
90,/measure,7,675.0000000000001,-1169.134295108992,675.0000000000001,-1169.134295108992,no_signal,True,5,0.0,0.0,1,5,6.0,2771.580911,0.0
91,/measure,10,675.0000000000001,-1169.134295108992,675.0000000000001,-1169.134295108992,direction,True,5,0.0,0.0,1,5,6.0,2777.580911,0.0
92,/measure,19,675.0000000000001,-1169.134295108992,675.0000000000001,-1169.134295108992,no_signal,True,5,0.0,0.0,1,5,6.0,2783.580911,0.0
93,/measure,1,43.68380382426885,-1322.1462923395022,675.0000000000001,-1169.134295108992,direction,False,5,649.5943433022367,129.91886866044734,1,5,135.9188690000001,2919.49978,3.3955274147956516e-07
94,/measure,1,-269.06946419978937,-1672.1541553045781,43.68380382426885,-1322.1462923395022,direction,False,5,469.3826911988849,93.87653823977698,0,5,98.87653799999998,3018.376318,-2.3977699470378866e-07
95,/measure,1,-290.13849491578287,-1693.8084938861298,-269.06946419978937,-1672.1541553045781,direction,False,5,30.212819046159105,6.042563809231821,0,5,11.042563999999857,3029.418882,1.9076803603468306e-07
96,/clear,1,-293.44152920513176,-1697.7122537252806,-290.13849491578287,-1693.8084938861298,success,False,5,5.113646096317287,1.0227292192634574,0,5,6.022729000000254,3035.441611,-2.192632031494668e-07
97,/measure,10,-51.80489813045587,-1404.861102858441,-293.44152920513176,-1697.7122537252806,direction,False,5,379.6709865675167,75.93419731350335,1,5,81.93419699999959,3117.375808,-3.1350376161753957e-07
98,/clear,10,-76.60877553587899,-1262.5950765818184,-51.80489813045587,-1404.861102858441,success,False,5,144.41209979390206,28.88241995878041,0,5,33.882420000000366,3151.258228,4.121995544892343e-08
99,/measure,3,-77.45770454979161,-1296.8101996485307,-76.60877553587899,-1262.5950765818184,direction,False,5,34.22565305353472,6.845130610706944,1,5,12.845131000000038,3164.103359,3.8929309376101173e-07
100,/measure,3,450.4046539636636,-1163.3190596507018,-77.45770454979161,-1296.8101996485307,direction,False,5,544.4800767643454,108.89601535286909,0,5,113.8960149999998,3277.999374,-3.5286927868583007e-07
101,/measure,3,429.46657254713415,-1163.6571561503263,450.4046539636636,-1163.3190596507018,near,False,5,20.940810935784537,4.188162187156907,0,5,9.18816199999992,3287.187536,-1.8715698679727666e-07
102,/clear,3,429.46657254713415,-1163.6571561503263,429.46657254713415,-1163.6571561503263,success,False,5,0.0,0.0,0,5,5.0,3292.187536,0.0
103,/measure,2,-675.0000000000006,-1169.1342951089919,429.46657254713415,-1163.6571561503263,no_signal,True,6,1104.4801532509255,220.89603065018508,1,5,226.89603100000022,3519.083567,3.498151386338577e-07
104,/measure,5,-675.0000000000006,-1169.1342951089919,-675.0000000000006,-1169.1342951089919,no_signal,True,6,0.0,0.0,1,5,6.0,3525.083567,0.0
105,/measure,6,-675.0000000000006,-1169.1342951089919,-675.0000000000006,-1169.1342951089919,no_signal,True,6,0.0,0.0,1,5,6.0,3531.083567,0.0
106,/measure,7,-675.0000000000006,-1169.1342951089919,-675.0000000000006,-1169.1342951089919,no_signal,True,6,0.0,0.0,1,5,6.0,3537.083567,0.0
107,/measure,19,-675.0000000000006,-1169.1342951089919,-675.0000000000006,-1169.1342951089919,no_signal,True,6,0.0,0.0,1,5,6.0,3543.083567,0.0
108,/measure,20,-675.0000000000006,-1169.1342951089919,-675.0000000000006,-1169.1342951089919,no_signal,True,6,0.0,0.0,1,5,6.0,3549.083567,0.0
109,/measure,20,-1350.0,1.6532731788489268e-13,-675.0000000000006,-1169.1342951089919,no_signal,True,7,1349.9999999999995,269.9999999999999,0,5,275.0,3824.083567,1.1368683772161603e-13
110,/measure,2,-1350.0,1.6532731788489268e-13,-1350.0,1.6532731788489268e-13,no_signal,True,7,0.0,0.0,1,5,6.0,3830.083567,0.0
111,/measure,5,-1350.0,1.6532731788489268e-13,-1350.0,1.6532731788489268e-13,no_signal,True,7,0.0,0.0,1,5,6.0,3836.083567,0.0
112,/measure,6,-1350.0,1.6532731788489268e-13,-1350.0,1.6532731788489268e-13,no_signal,True,7,0.0,0.0,1,5,6.0,3842.083567,0.0
113,/measure,7,-1350.0,1.6532731788489268e-13,-1350.0,1.6532731788489268e-13,no_signal,True,7,0.0,0.0,1,5,6.0,3848.083567,0.0
114,/measure,19,-1350.0,1.6532731788489268e-13,-1350.0,1.6532731788489268e-13,no_signal,True,7,0.0,0.0,1,5,6.0,3854.083567,0.0
115,/exit,,-1350.0,1.6532731788489268e-13,-1350.0,1.6532731788489268e-13,user_exit,False,7,0.0,0.0,0,0,0.0,3854.083567,0.0
