x,y,J,P_finish,P_onsite,P_H,P_N,P_normal,P_finish_N,P_finish_normal,probability_residual,mec_gap,angle_calls,root_count,depth_capped,distance_K1,x_global,y_global,w,a_m,beta_deg
458.353466053093,275.448404116768,12.2879753124748,1.00000000000003,0.0,0.0,0.0,1.00000000000003,0.0,1.00000000000003,3.08642000845794e-14,5.50670620214078e-14,3360.0,1.0,1.0,267.407081009161,1459.22154345624,467.72204842355,0.65,1200.0,30.0
458.353466053093,275.448404116768,12.2879753124748,1.00000000000003,0.0,0.0,0.0,1.00000000000003,0.0,1.00000000000003,3.08642000845794e-14,5.50670620214078e-14,3360.0,1.0,1.0,267.407081009161,1459.22154345624,467.72204842355,0.8,1200.0,30.0
458.353466053093,275.448404116768,12.2879753124748,1.00000000000003,0.0,0.0,0.0,1.00000000000003,0.0,1.00000000000003,3.08642000845794e-14,5.50670620214078e-14,3360.0,1.0,1.0,267.407081009161,1459.22154345624,467.72204842355,0.9,1200.0,30.0
458.353466053093,275.448404116768,12.2879753124748,1.00000000000003,0.0,0.0,0.0,1.00000000000003,0.0,1.00000000000003,3.08642000845794e-14,5.50670620214078e-14,3360.0,1.0,1.0,267.407081009161,1459.22154345624,467.72204842355,0.95,1200.0,30.0
458.353466053093,275.448404116768,12.2879753124748,1.00000000000003,0.0,0.0,0.0,1.00000000000003,0.0,1.00000000000003,3.08642000845794e-14,5.50670620214078e-14,3360.0,1.0,1.0,267.407081009161,1459.22154345624,467.72204842355,1,1200.0,30.0
874.458570951772,540.887861145011,23.7407192872389,0.34036465725414,0.0,0.0,1.2966811917734e-05,0.999987033188012,1.2966811917734e-05,0.340351690442222,-7.00550728538474e-14,1.13686837721616e-13,5418.0,4.0,1.0,525.544074911093,659.112138854989,874.458570951772,0,1200.0,90.0
865.959967236169,533.394508950557,23.7462563238262,0.351536814335754,0.0,0.0,2.55944457730864e-06,0.999997440555424,2.55944457730864e-06,0.351534254891176,1.55431223447522e-15,1.20792265079217e-13,5250.0,4.0,1.0,518.200185076667,666.605491049443,865.959967236169,0.05,1200.0,90.0
858.046568131653,527.50855344405,23.7607641293929,0.360556324464262,0.0,0.0,8.47386283499319e-08,0.999999915260941,8.47386283499319e-08,0.360556239725634,-4.30544488949636e-13,1.17239551400417e-13,5418.0,4.0,1.0,512.453233887166,672.49144655595,858.046568131653,0.1,1200.0,90.0
843.104218711685,518.825962952766,23.8105314627092,0.374799020368551,0.0,0.0,0.0,1.0,0.0,0.374799020368551,3.10862446895044e-15,1.20792265079217e-13,4410.0,4.0,1.0,504.032745751674,681.174037047234,843.104218711685,0.2,1200.0,90.0
821.041669073294,510.182590908959,23.9334954749422,0.391076595512193,0.0,0.0,0.0,1.0,0.0,0.391076595512193,3.5527136788005e-15,1.13686837721616e-13,4326.0,4.0,1.0,495.775734718626,689.817409091041,821.041669073294,0.35,1200.0,90.0
798.134096475784,504.28190375329,24.1214118222845,0.40376822396254,0.0,0.0,0.0,1.0,0.0,0.40376822396254,3.5527136788005e-15,1.20792265079217e-13,4326.0,4.0,1.0,490.275738533655,695.71809624671,798.134096475784,0.5,1200.0,90.0
773.676168271328,499.007279000745,24.3925438245714,0.413741982159028,0.0,0.0,0.0,1.0,0.0,0.413741982159028,3.33066907387547e-15,1.17239551400417e-13,4326.0,4.0,1.0,485.428766835646,700.992720999255,773.676168271328,0.65,1200.0,90.0
746.190813636409,491.890474468868,24.794496474838,0.421354410187699,0.0,0.0,0.0,1.00000000000001,0.0,0.421354410187699,7.54951656745106e-15,1.17239551400417e-13,3318.0,4.0,1.0,478.792731807731,708.109525531132,746.190813636409,0.8,1200.0,90.0
727.228854989794,484.22536328351,25.1484280758496,0.424444996271742,0.0,0.0,0.0,1.0,0.0,0.424444996271742,3.10862446895044e-15,1.17239551400417e-13,3486.0,4.0,1.0,471.459719865081,715.77463671649,727.228854989794,0.9,1200.0,90.0
717.122056718042,478.780718618027,25.3700152949396,0.425336927192505,0.0,0.0,0.0,1.0,0.0,0.425336927192505,2.22044604925031e-15,1.13700715509424e-13,3570.0,4.0,1.0,466.192292396571,721.219281381973,717.122056718042,0.95,1200.0,90.0
706.322761102005,471.630330549053,25.6388589580167,0.425672070558566,0.0,0.0,0.0,1.0,0.0,0.425672070558566,3.10862446895044e-15,1.17239551400417e-13,3654.0,4.0,1.0,459.231467062661,728.369669450947,706.322761102005,1,1200.0,90.0
70.0975426475311,41.9637373559216,1.87819025243104,1.0,0.0,0.0,0.0,1.0,0.0,1.0,6.66133814775094e-16,5.77315972805081e-15,2142.0,2.0,1.0,40.7339752709268,1770.09754264753,41.9637373559216,0,1700.0,0.0
70.0975426475311,41.9637373559216,1.87819025243104,1.0,0.0,0.0,0.0,1.0,0.0,1.0,6.66133814775094e-16,5.77315972805081e-15,2142.0,2.0,1.0,40.7339752709268,1770.09754264753,41.9637373559216,0.05,1700.0,0.0
70.0975426475311,41.9637373559216,1.87819025243104,1.0,0.0,0.0,0.0,1.0,0.0,1.0,6.66133814775094e-16,5.77315972805081e-15,2142.0,2.0,1.0,40.7339752709268,1770.09754264753,41.9637373559216,0.1,1700.0,0.0
70.0975426475311,41.9637373559216,1.87819025243104,1.0,0.0,0.0,0.0,1.0,0.0,1.0,6.66133814775094e-16,5.77315972805081e-15,2142.0,2.0,1.0,40.7339752709268,1770.09754264753,41.9637373559216,0.2,1700.0,0.0
70.0975426475311,41.9637373559216,1.87819025243104,1.0,0.0,0.0,0.0,1.0,0.0,1.0,6.66133814775094e-16,5.77315972805081e-15,2142.0,2.0,1.0,40.7339752709268,1770.09754264753,41.9637373559216,0.35,1700.0,0.0
70.0975426475311,41.9637373559216,1.87819025243104,1.0,0.0,0.0,0.0,1.0,0.0,1.0,6.66133814775094e-16,5.77315972805081e-15,2142.0,2.0,1.0,40.7339752709268,1770.09754264753,41.9637373559216,0.5,1700.0,0.0
70.0975426475311,41.9637373559216,1.87819025243104,1.0,0.0,0.0,0.0,1.0,0.0,1.0,6.66133814775094e-16,5.77315972805081e-15,2142.0,2.0,1.0,40.7339752709268,1770.09754264753,41.9637373559216,0.65,1700.0,0.0
70.0975426475311,41.9637373559216,1.87819025243104,1.0,0.0,0.0,0.0,1.0,0.0,1.0,6.66133814775094e-16,5.77315972805081e-15,2142.0,2.0,1.0,40.7339752709268,1770.09754264753,41.9637373559216,0.8,1700.0,0.0
70.0975426475311,41.9637373559216,1.87819025243104,1.0,0.0,0.0,0.0,1.0,0.0,1.0,6.66133814775094e-16,5.77315972805081e-15,2142.0,2.0,1.0,40.7339752709268,1770.09754264753,41.9637373559216,0.9,1700.0,0.0
70.0975426475311,41.9637373559216,1.87819025243104,1.0,0.0,0.0,0.0,1.0,0.0,1.0,6.66133814775094e-16,5.77315972805081e-15,2142.0,2.0,1.0,40.7339752709268,1770.09754264753,41.9637373559216,0.95,1700.0,0.0
70.0975426475311,41.9637373559216,1.87819025243104,1.0,0.0,0.0,0.0,1.0,0.0,1.0,6.66133814775094e-16,5.77315972805081e-15,2142.0,2.0,1.0,40.7339752709268,1770.09754264753,41.9637373559216,1,1700.0,0.0
412.051795076193,245.377660372636,10.7279213612902,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.33226762955019e-15,5.77315972805081e-14,1932.0,1.0,1.0,238.148992765566,1454.62233962736,412.051795076193,0,1700.0,90.0
412.051795076193,245.377660372636,10.7279213612902,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.33226762955019e-15,5.77315972805081e-14,1932.0,1.0,1.0,238.148992765566,1454.62233962736,412.051795076193,0.05,1700.0,90.0
412.051795076193,245.377660372636,10.7279213612902,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.33226762955019e-15,5.77315972805081e-14,1932.0,1.0,1.0,238.148992765566,1454.62233962736,412.051795076193,0.1,1700.0,90.0
412.051795076193,245.377660372636,10.7279213612902,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.33226762955019e-15,5.77315972805081e-14,1932.0,1.0,1.0,238.148992765566,1454.62233962736,412.051795076193,0.2,1700.0,90.0
412.051795076193,245.377660372636,10.7279213612902,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.33226762955019e-15,5.77315972805081e-14,1932.0,1.0,1.0,238.148992765566,1454.62233962736,412.051795076193,0.35,1700.0,90.0
412.051795076193,245.377660372636,10.7279213612902,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.33226762955019e-15,5.77315972805081e-14,1932.0,1.0,1.0,238.148992765566,1454.62233962736,412.051795076193,0.5,1700.0,90.0
412.051795076193,245.377660372636,10.7279213612902,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.33226762955019e-15,5.77315972805081e-14,1932.0,1.0,1.0,238.148992765566,1454.62233962736,412.051795076193,0.65,1700.0,90.0
412.051795076193,245.377660372636,10.7279213612902,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.33226762955019e-15,5.77315972805081e-14,1932.0,1.0,1.0,238.148992765566,1454.62233962736,412.051795076193,0.8,1700.0,90.0
412.051795076193,245.377660372636,10.7279213612902,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.33226762955019e-15,5.77315972805081e-14,1932.0,1.0,1.0,238.148992765566,1454.62233962736,412.051795076193,0.9,1700.0,90.0
412.051795076193,245.377660372636,10.7279213612902,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.33226762955019e-15,5.77315972805081e-14,1932.0,1.0,1.0,238.148992765566,1454.62233962736,412.051795076193,0.95,1700.0,90.0
412.051795076193,245.377660372636,10.7279213612902,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.33226762955019e-15,5.77315972805081e-14,1932.0,1.0,1.0,238.148992765566,1454.62233962736,412.051795076193,1,1700.0,90.0
