x,y,J,J_lower,P_H,P_N,P_A,P_loc,E_radius_loss,safe_margin,angle_calls,level
934.658203125,584.6923828125,2103.95970705032,2103.95970705032,0.0,0.000646814577933518,0.999353190276506,0.0,25.1292190509003,-98.2864032561515,630.0,3
932.68798828125,591.544189453125,2103.79707960189,2103.79707960189,0.0,0.000691686221674383,0.999308321211646,0.0,25.1301569980425,-100.288230829653,630.0,3
931.48681640625,590.963134765625,2103.80084921845,2103.80084921844,0.0,0.000665466873091582,0.999334547935567,0.0,25.125531718417,-98.9630583483302,630.0,3
932.101440429688,590.610046386719,2103.78554179323,2103.78554179323,0.0,0.000671422377807831,0.999328591654092,0.0,25.127052509643,-99.2915004861629,630.0,3
932.157592773438,588.035583496094,2103.81769514445,2103.81769514444,0.0,0.000643729251920658,0.999356290379811,0.0,25.1242287002308,-97.9576928899485,630.0,3
932.555389404297,590.667037963867,2103.78282848415,2103.78282848414,0.0,0.000679455832023146,0.999320556297632,0.0,25.1286005862443,-99.7049859344775,630.0,3
931.912689208984,592.307357788086,2103.81426368508,2103.81426368508,0.0,0.000687692248379225,0.999312314762301,0.0,25.1286321879109,-100.045422126804,630.0,3
932.536277770996,589.804134368896,2103.78058433338,2103.78058433338,0.0,0.000669381661404783,0.999330634604921,0.0,25.1274811256901,-99.2255541118716,630.0,3
932.990226745605,589.861125946045,2103.78080195277,2103.78080195276,0.0,0.000677399251671197,0.999322613881622,0.0,25.1290462983927,-99.639202096814,630.0,3
932.971115112305,588.998222351074,2103.78535062861,2103.7853506286,0.0,0.00066736276572723,0.999332653563264,0.0,25.1279620037297,-99.1603667069562,630.0,3
932.659320831299,590.249834060669,2103.78027742549,2103.78027742548,0.0,0.000676412440523762,0.999323601210381,0.0,25.1284253502423,-99.5686042349469,630.0,3
932.205371856689,590.192842483521,2103.78321810316,2103.78321810315,0.0,0.00066840284503083,0.999331612701434,0.0,25.1268751458585,-99.155046190594,630.0,3
932.794013023376,589.944055080414,2103.77984321595,2103.77984321594,0.0,0.000675142167713271,0.999324872106521,0.0,25.128496521976,-99.5181212019434,630.0,3
932.917056083679,590.389754772186,2103.78235174693,2103.78235174693,0.0,0.000682214101962785,0.999317797059067,0.0,25.1294497663675,-99.8611656060934,630.0,3
932.631472349167,589.950539469719,2103.77985369155,2103.77985369154,0.0,0.00067257396565547,0.999327441303984,0.0,25.1279692837792,-99.3844498273243,630.0,3
932.766164541245,589.644760489464,2103.78034504458,2103.78034504458,0.0,0.000671310727933639,0.999328704984987,0.0,25.1280449424019,-99.3340381742182,630.0,3
932.686031758785,590.098565667868,2103.77987240704,2103.77987240704,0.0,0.000675133758554456,0.999324880505203,0.0,25.1283282692943,-99.5099352210054,630.0,3
932.739453613758,589.796028882265,2103.77990628892,2103.77990628892,0.0,0.000672582905513348,0.999327432392024,0.0,25.1281380651296,-99.3926521877074,630.0,3
932.699387222528,590.022931471467,2103.7797754026,2103.7797754026,0.0,0.000674495232042613,0.999325519315034,0.0,25.1282802235033,-99.4806075878078,630.0,3
932.861927896738,590.016447082162,2103.78018103668,2103.78018103667,0.0,0.000677068270728545,0.999322945110102,0.0,25.1288088988907,-99.614276885309,630.0,3
932.68908623606,589.96701637283,2103.77975581702,2103.77975581701,0.0,0.000673695670378898,0.999326319200341,0.0,25.1281785300579,-99.4419061967537,630.0,3
932.594460435212,590.045892763883,2103.77994218542,2103.77994218541,0.0,0.000673049747384649,0.999326965290336,0.0,25.1279634107541,-99.4044006604327,630.0,3
932.744124876335,589.969514501281,2103.77976745554,2103.77976745554,0.0,0.000674618617214803,0.999325395889056,0.0,25.1283627824685,-99.4896878895418,630.0,3
932.733823889866,589.913599402644,2103.77976098429,2103.77976098428,0.0,0.000673819034142068,0.999326195796689,0.0,25.1282611839049,-99.4509891156063,630.0,3
932.678785249591,589.911101274192,2103.77979141934,2103.77979141933,0.0,0.000672896808327081,0.999327118370679,0.0,25.1280770444415,-99.4032063836567,630.0,3
932.727789969649,589.954911194509,2103.77975144928,2103.77975144927,0.0,0.000674187885161257,0.999325826797523,0.0,25.1282912727206,-99.4680674958188,630.0,3
900.0,500.0,2182.51771633332,2182.51771633332,0.0,1.34958035979365e-05,0.999986514429238,0.0,25.2350846173286,-25.2383297437621,702.0,3
920.0,500.0,2163.17663866938,2163.17663866938,0.0,5.61723959900454e-05,0.999943797352107,0.0,25.2366598640943,-42.7433352636438,738.0,3
900.0,520.0,2159.80393283267,2159.80393283267,0.0,3.36055389598624e-05,0.999966410060993,0.0,25.1591650884197,-35.1411127266979,702.0,3
920.0,520.0,2141.62077489395,2141.62077489394,0.0,0.000101457811697847,0.999898511532861,0.0,25.1618114699213,-52.4814267805561,702.0,3
930.0,530.0,2128.07755172493,2128.07755172492,0.0,0.000196082602047258,0.99980391164523,0.0,25.1541408580729,-66.1233109679026,630.0,3
910.0,550.0,2126.09953558935,2126.09953558934,0.0,0.000146468014527459,0.999853505505119,0.0,25.0901240742838,-59.0667468150825,630.0,3
905.0,575.0,2118.75651167946,2118.75651167946,0.0,0.000225415830054619,0.999774589937759,0.0,25.0759749968373,-68.0480933440447,630.0,3
935.0,585.0,2103.95505449242,2103.95505449242,0.0,0.000655611450927678,0.999344393228989,0.0,25.1307224717867,-98.7395144564275,630.0,3
952.5,617.5,2122.3250542273,2122.3250542273,0.0,0.00153751986520877,0.998462496905542,0.0,25.2856931660573,-131.004738855406,558.0,3
940.0,640.0,2129.42386309018,2129.42386309017,0.0,0.00166646931472683,0.998333533602523,0.0,25.300085477251,-133.10993600212,594.0,3
913.75,591.25,2108.98227891293,2108.98227891293,0.0,0.000421101439858502,0.999578907446388,0.0,25.0889813994639,-84.2083305520987,666.0,3
938.75,546.25,2115.53525193705,2115.53525193704,0.0,0.000365341343650436,0.999634640170557,0.0,25.1513234747344,-81.838661045113,630.0,3
931.5625,567.1875,2107.43482471379,2107.43482471379,0.0,0.000438232165896037,0.999561761450516,0.0,25.112264457829,-86.4253923970437,630.0,3
952.8125,560.9375,2112.18076677288,2112.18076677288,0.0,0.000684595895625819,0.999315403739651,0.0,25.2043818686824,-101.407627690333,594.0,3
923.515625,583.671875,2105.70447184852,2105.70447184851,0.0,0.000476822267403414,0.999523189306832,0.0,25.0972585399012,-88.3230597492959,630.0,3
926.953125,601.484375,2104.71424489412,2104.71424489411,0.0,0.000713193116686323,0.999286794849788,0.0,25.1282371152131,-100.857576327971,594.0,3
938.4375,602.8125,2106.16918191986,2106.16918191986,0.0,0.000943559872802703,0.999056435508381,0.0,25.1709530262936,-111.21335086284,558.0,3
927.24609375,588.45703125,2104.30530649246,2104.30530649246,0.0,0.000573605985757657,0.99942638102977,0.0,25.1103825158676,-94.0400574102453,630.0,3
935.29296875,571.97265625,2105.77353381695,2105.77353381694,0.0,0.000528450682736831,0.999471555440716,0.0,25.1243079745404,-92.107583845356,630.0,3
929.0380859375,594.1064453125,2103.99390502107,2103.99390502106,0.0,0.000661482811140549,0.999338519238139,0.0,25.1222972342078,-98.5963560227219,666.0,3
936.7919921875,590.6494140625,2104.08913873198,2104.08913873197,0.0,0.000750842948466574,0.999249146005226,0.0,25.1437811358209,-103.271297711068,594.0,3
934.405517578125,590.101318359375,2103.83459471243,2103.83459471242,0.0,0.000703532868683844,0.999296465807925,0.0,25.1342395178563,-100.962575231088,630.0,3
940.367431640625,580.994873046875,2104.79332502535,2104.79332502534,0.0,0.000698578885329338,0.999301435295785,0.0,25.148038774469,-101.167609627392,594.0,3
931.870422363281,590.828552246094,2103.79056649699,2103.79056649698,0.0,0.000670146621822362,0.999329867457805,0.0,25.1265824365351,-99.2141243111723,630.0,3
931.275939941406,595.929870605469,2103.99724385733,2103.99724385733,0.0,0.000719561093152234,0.999280431488314,0.0,25.1318003855326,-101.464910959786,666.0,3
934.068984985352,587.732467651367,2103.82369051752,2103.82369051752,0.0,0.000670940505947876,0.999329070352969,0.0,25.1302620936956,-99.4101275159337,630.0,3
931.533889770508,588.459701538086,2103.82922118664,2103.82922118664,0.0,0.000638542408035971,0.999361476542941,0.0,25.1227199868494,-97.6584115186413,630.0,3
932.251796722412,588.870105743408,2103.7948213706,2103.79482137059,0.0,0.000654394697956483,0.99934562464791,0.0,25.1254639526105,-98.4844504279874,630.0,3
930.053234100342,591.966190338135,2103.87707717481,2103.87707717481,0.0,0.000653726756777547,0.999346281099696,0.0,25.1224003216952,-98.2951266779705,630.0,3
933.065047264099,588.790898323059,2103.78810692578,2103.78810692578,0.0,0.00066655748380333,0.999333458884715,0.0,25.1280346216466,-99.1285790048821,630.0,3
932.683672904968,590.749344825745,2103.78397775086,2103.78397775085,0.0,0.000682493039746913,0.99931751810242,0.0,25.1291257639656,-99.8574025234329,630.0,3
932.899610996246,591.688964366913,2103.80421990797,2103.80421990796,0.0,0.000696867717848846,0.999303137348995,0.0,25.1310538630744,-100.54450316867,630.0,3
933.878297805786,588.71169090271,2103.80403880713,2103.80403880713,0.0,0.000678871078517517,0.999321139512061,0.0,25.1307102202346,-99.7729374007272,630.0,3
932.372391223907,590.299336910248,2103.78149498363,2103.78149498363,0.0,0.000672307704067741,0.999327707035688,0.0,25.1275472029951,-99.3531282753565,630.0,3
931.991016864777,592.257783412933,2103.81245008859,2103.81245008858,0.0,0.000688411274421214,0.999311595498593,0.0,25.1288188035503,-100.0847285842,630.0,3
932.796539664268,589.657619595528,2103.78029326738,2103.78029326737,0.0,0.000671948219805768,0.999328067251717,0.0,25.1281604319562,-99.3665710302118,630.0,3
932.485257983208,589.207611680031,2103.78567377659,2103.78567377658,0.0,0.000661878372510451,0.999338139682326,0.0,25.1266095736717,-98.8624866493656,630.0,3
932.634069174528,590.363911539316,2103.7807658086,2103.7807658086,0.0,0.000677294897060335,0.999322718315213,0.0,25.1284826428002,-99.6085519390326,630.0,3
933.058217614889,589.722194224596,2103.78137373473,2103.78137373472,0.0,0.000676933294636409,0.999323080022234,0.0,25.129105198812,-99.6220548218569,630.0,3
932.886761017144,589.866479896009,2103.78015514765,2103.78015514765,0.0,0.00067577387829601,0.999324240041073,0.0,25.1287094374593,-99.5547608477832,630.0,3
933.049231506884,589.16018795222,2103.78394251074,2103.78394251074,0.0,0.000670444310398726,0.99932957123288,0.0,25.1284095525531,-99.3131250367908,630.0,3
932.737859757617,590.062980642542,2103.77985669438,2103.77985669438,0.0,0.000675574388453841,0.999324439707851,0.0,25.1284556304114,-99.5345644166725,630.0,3
932.828081110492,590.271840943024,2103.78091356741,2103.78091356741,0.0,0.000679415646453447,0.999320596730717,0.0,25.1290092052211,-99.7227976588285,630.0,3
932.804425025824,589.811174932402,2103.77992624055,2103.77992624054,0.0,0.000673809119942994,0.999326205679861,0.0,25.1283705160926,-99.4556062535783,630.0,3
932.655523766298,590.007675678935,2103.77979564589,2103.77979564589,0.0,0.000673609804915054,0.999326405078145,0.0,25.1281174630384,-99.4354092675435,630.0,3
932.539905140875,590.078273570398,2103.78015759917,2103.78015759917,0.0,0.000672529781862208,0.999327485368067,0.0,25.127824039124,-99.3757536577793,630.0,3
932.588958498091,590.259481389076,2103.78034946574,2103.78034946573,0.0,0.000675376069970257,0.999324637949712,0.0,25.1282060490494,-99.514422897287,630.0,3
932.750558393891,589.92325154657,2103.77976844579,2103.77976844578,0.0,0.000674200122762676,0.999325814553935,0.0,25.1283279939054,-99.4702896137128,630.0,3
932.668222402572,589.867946582963,2103.77986177951,2103.7798617795,0.0,0.000672238340609316,0.999327777080178,0.0,25.1279902761595,-99.3711347456358,630.0,3
932.720450418856,590.014222127647,2103.77977571514,2103.77977571513,0.0,0.000674739271703897,0.999325275180804,0.0,25.1283390000404,-99.4937056194385,630.0,3
932.815485046449,589.929797995283,2103.77989511442,2103.77989511442,0.0,0.000675330258963558,0.999324683922592,0.0,25.1285501856163,-99.5285892253728,630.0,3
932.695514086336,589.988206258022,2103.77975588714,2103.77975588713,0.0,0.000674039620561997,0.999325975113713,0.0,25.1282253489317,-99.4587022983633,630.0,3
932.725622061371,589.897235676945,2103.77976932219,2103.77976932218,0.0,0.000673500892678574,0.999326514063274,0.0,25.1282144071487,-99.4352870168807,630.0,3
932.724329150742,589.92648228962,2103.77975381769,2103.77975381769,0.0,0.000673810315275971,0.999326204518988,0.0,25.1282454819143,-99.4498907892535,630.0,3
932.669284843187,589.991437001072,2103.77977483051,2103.77977483051,0.0,0.000673649887956856,0.999326364989614,0.0,25.1281430010571,-99.4383047629756,630.0,3
932.730240006215,589.940297910196,2103.77975252629,2103.77975252629,0.0,0.000674062521531052,0.999325952212078,0.0,25.1282816579493,-99.4622925285894,630.0,3
900.0,700.0,2184.23617169318,2184.23617169317,0.0,0.00198388875077108,0.998016102954758,0.0,25.5088823321961,-136.287172148244,630.0,3
920.0,700.0,2205.78322306292,2205.78322306292,0.0,0.00270443910525752,0.997295562752698,0.0,25.5832929144241,-152.106144437058,630.0,3
900.0,720.0,2228.1720201985,2228.17202019849,0.0,0.00264221344438803,0.997357768157199,0.0,25.6746092790285,-148.717558005422,594.0,3
920.0,680.0,2164.4501261368,2164.45012613679,0.0,0.00206296859391485,0.997937039439795,0.0,25.4311045838287,-140.063628736719,630.0,3
930.0,660.0,2143.64614059637,2143.64614059637,0.0,0.00184574828238035,0.998154247177775,0.0,25.351346680542,-136.372123169841,594.0,3
910.0,660.0,2134.28573032837,2134.28573032837,0.0,0.00128893387828144,0.998711069379744,0.0,25.2851147318708,-120.152477056835,630.0,3
905.0,640.0,2121.64579804738,2121.64579804737,0.0,0.000836159677368243,0.999163851322731,0.0,25.1940049235948,-104.406208675066,630.0,3
935.0,600.0,2104.79314798059,2104.79314798059,0.0,0.000837409092928283,0.999162597800025,0.0,25.1517149806779,-106.79995414208,558.0,3
952.5,550.0,2115.96967878087,2115.96967878086,0.0,0.000570844722754115,0.999429181078474,0.0,25.2101919990051,-95.6065392918392,594.0,3
910.0,580.0,2113.37818130094,2113.37818130094,0.0,0.000298126120593766,0.999701875642322,0.0,25.0779685076395,-74.9547013392764,630.0,3
940.0,540.0,2119.14029314858,2119.14029314857,0.0,0.000337231673900317,0.999662772534114,0.0,25.1656757532024,-79.778067317674,630.0,3
931.25,565.0,2108.19320240074,2108.19320240074,0.0,0.000417070440592043,0.999582932019105,0.0,25.1117579496803,-85.0180122630347,630.0,3
956.25,585.0,2112.32442563015,2112.32442563014,0.0,0.00105727161509615,0.998942747939887,0.0,25.235638291298,-116.7833789472,594.0,3
944.6875,583.75,2105.83158223091,2105.83158223091,0.0,0.000807125371343358,0.999192854013666,0.0,25.1698195058604,-106.291090709695,630.0,3
948.4375,618.75,2119.21792138568,2119.21792138568,0.0,0.00145121165905452,0.998548774963569,0.0,25.2645256314851,-128.288664388388,558.0,3
935.546875,578.4375,2104.58968549779,2104.58968549779,0.0,0.00059479714793388,0.999405180466158,0.0,25.127627380407,-95.7234158879721,630.0,3
925.859375,594.6875,2104.41267099035,2104.41267099035,0.0,0.000618066758105184,0.999381952125324,0.0,25.114482288314,-96.2392113903998,666.0,3
916.4453125,600.15625,2107.28965758342,2107.28965758341,0.0,0.000537242743819576,0.999462749216221,0.0,25.1039974146684,-91.3414770780473,666.0,3
926.40625,573.125,2106.93879769953,2106.93879769953,0.0,0.000423635896500769,0.999576350209892,0.0,25.0987685608449,-85.1558313118196,630.0,3
932.8515625,593.28125,2103.86336096126,2103.86336096125,0.0,0.000714716265713816,0.999285281525463,0.0,25.1330731309362,-101.361033570933,630.0,3
923.1640625,609.53125,2106.4135366702,2106.4135366702,0.0,0.000747777762358643,0.999252224250441,0.0,25.1345582674719,-102.116769806067,594.0,3
932.451171875,586.2109375,2103.88465110928,2103.88465110928,0.0,0.000628590960976563,0.999371424999402,0.0,25.1232708041463,-97.2295418647052,630.0,3
939.443359375,584.8046875,2104.45179099579,2104.45179099579,0.0,0.000726905466136344,0.999273097769073,0.0,25.1475874423073,-102.399386661057,594.0,3
929.25537109375,592.216796875,2103.94100268761,2103.9410026876,0.0,0.000643868525984157,0.999356138757673,0.0,25.1203718746051,-97.75839640599,630.0,3
936.04736328125,587.275390625,2103.95233281386,2103.95233281385,0.0,0.000698261949391852,0.999301739200084,0.0,25.1368855528384,-100.838542403138,630.0,3
930.953369140625,590.9814453125,2103.82136182747,2103.82136182747,0.0,0.000657113340297665,0.999342900536426,0.0,25.123887945403,-98.5232218289259,630.0,3
931.353759765625,598.0517578125,2104.1862275515,2104.18622755149,0.0,0.000746638442833435,0.999253354927389,0.0,25.1354496587364,-102.679911023547,666.0,3
932.176818847656,589.171142578125,2103.79148857656,2103.79148857656,0.0,0.000656532396199916,0.999343486161861,0.0,25.1255687517098,-98.5826017865625,630.0,3
930.278625488281,586.871337890625,2103.98851493737,2103.98851493736,0.0,0.000602311965886394,0.999397684886404,0.0,25.1172129453606,-95.7473897087655,630.0,3
932.20832824707,591.678771972656,2103.79795185906,2103.79795185906,0.0,0.000685330134350134,0.999314678520261,0.0,25.1287590889313,-99.9562423825421,630.0,3
933.431777954102,589.868469238281,2103.78901789185,2103.78901789185,0.0,0.000684709779627834,0.999315300375784,0.0,25.1305490855433,-100.015793168913,630.0,3
934.67098236084,589.311981201172,2103.84192025676,2103.84192025675,0.0,0.000698813703474114,0.999301185278268,0.0,25.134216213595,-100.763834481466,630.0,3
933.400268554688,587.36083984375,2103.8208663531,2103.8208663531,0.0,0.00065604365840552,0.99934397409632,0.0,25.1275686043067,-98.6463239137577,630.0,3
932.506313323975,590.59928894043,2103.78231036808,2103.78231036808,0.0,0.000677884222225598,0.999322128450193,0.0,25.1283551720209,-99.6271983692363,630.0,3
933.76127243042,591.296615600586,2103.82560741788,2103.82560741788,0.0,0.000706680757537393,0.99929331988947,0.0,25.1335016518522,-101.060310082754,630.0,3
932.572932243347,589.70251083374,2103.78075554457,2103.78075554456,0.0,0.000668831889972873,0.999331184586447,0.0,25.1274793782923,-99.2019530308551,630.0,3
931.64746761322,590.433330535889,2103.79504767708,2103.79504767708,0.0,0.000662111963523734,0.99933790437333,0.0,25.1253828771002,-98.813683392458,630.0,3
932.985700368881,590.009684562683,2103.78102096162,2103.78102096161,0.0,0.000679011275482294,0.999321001135251,0.0,25.1292113830117,-99.7150903017839,630.0,3
933.052319288254,589.112906455994,2103.78437878652,2103.78437878651,0.0,0.000669962856963111,0.999330052800603,0.0,25.1283646439527,-99.2903890019325,630.0,3
932.642814815044,590.227693319321,2103.78019754677,2103.78019754676,0.0,0.000675892669800617,0.999324121201428,0.0,25.1283439295256,-99.5427919072313,630.0,3
932.23004668951,589.920519590378,2103.78346387754,2103.78346387754,0.0,0.000665743047004594,0.999334273395032,0.0,25.126625280166,-99.0296420369486,630.0,3
932.796786949039,589.987393319607,2103.77988240014,2103.77988240013,0.0,0.000675677846137087,0.999324336198748,0.0,25.12855820973,-99.5437189314132,630.0,3
932.866669520736,590.512575805187,2103.78290073199,2103.78290073199,0.0,0.000682789584497599,0.999317221427055,0.0,25.1294349788765,-99.8846021503773,630.0,3
932.646366562694,589.905027076602,2103.77985928269,2103.77985928269,0.0,0.000672302061335173,0.999327713323355,0.0,25.1279632007008,-99.3725917339054,630.0,3
932.800338696688,589.664727076888,2103.78027035717,2103.78027035716,0.0,0.000672089978455189,0.999327925441135,0.0,25.1281814540007,-99.373589927116,630.0,3
932.682195785455,590.086951758713,2103.77985233216,2103.77985233216,0.0,0.000674939904641547,0.999325074440939,0.0,25.1283015009582,-99.5004647141025,630.0,3
932.531775399111,590.004585515708,2103.78020476049,2103.78020476049,0.0,0.000671566423359846,0.999328449082971,0.0,25.1277080286623,-99.3293390035192,630.0,3
932.730534061557,589.991691368632,2103.77976632113,2103.77976632112,0.0,0.000674648414025818,0.999325366078943,0.0,25.1283448791424,-99.4901218546102,630.0,3
932.766363284318,590.173616050743,2103.78020659661,2103.7802065966,0.0,0.000677292681061714,0.999322720639726,0.0,25.1286846756793,-99.6179982479041,630.0,3
932.6763657431,589.972174320137,2103.77976620017,2103.77976620017,0.0,0.00067354727703381,0.999326467646378,0.0,25.128142942831,-99.433941118504,630.0,3
932.724704019201,589.876913930057,2103.77978714945,2103.77978714944,0.0,0.000673256458456081,0.999326758591811,0.0,25.1281868630215,-99.4236073218378,630.0,3
932.714076960765,589.929423387221,2103.77975292615,2103.77975292614,0.0,0.000673676955425269,0.999326337930616,0.0,25.1282152816757,-99.4428182577399,630.0,3
932.659908642308,589.909906338726,2103.77982414131,2103.77982414131,0.0,0.000672576890082129,0.999327438400541,0.0,25.1280135668163,-99.3866370206176,630.0,3
932.712877706745,589.971245111155,2103.77974974693,2103.77974974692,0.0,0.000674130124371068,0.999325884579185,0.0,25.1282619455458,-99.4642505636034,630.0,3
932.750588924409,589.928494178239,2103.77976770986,2103.77976770985,0.0,0.000674259885502505,0.999325754767082,0.0,25.128334433932,-99.4731287465884,630.0,3
932.694921538427,589.961254284663,2103.77975264709,2103.77975264709,0.0,0.000673725375267904,0.999326289486078,0.0,25.1281907501047,-99.4437375240186,630.0,3
1000.0,450.0,2286.22943824541,2286.22943824541,0.0,0.000460041416719641,0.999539988532599,0.0,26.1176414313617,-92.0645854881495,486.0,3
1020.0,450.0,2332.66854717847,2332.66854717847,0.0,0.000771511740337834,0.999228515391392,0.0,26.4071976384414,-110.317562384011,486.0,3
1000.0,470.0,2247.43331680825,2247.43331680825,0.0,0.0006014023008768,0.999398516244854,0.0,25.9479799370881,-100.458336039439,486.0,3
980.0,470.0,2217.28686330487,2217.28686330486,0.0,0.000342114077833806,0.999657831892627,0.0,25.7269037975155,-82.4086653837001,558.0,3
960.0,480.0,2185.22305900808,2185.22305900808,0.0,0.000208074181756337,0.999791981348164,0.0,25.4984182801164,-68.8827034232511,738.0,3
960.0,500.0,2158.67592474381,2158.6759247438,0.0,0.000302136844075019,0.99969788091145,0.0,25.3917965422064,-78.0137866273719,666.0,3
940.0,525.0,2130.00223065901,2130.002230659,0.0,0.000251226627301193,0.999748800783594,0.0,25.1989327729432,-72.3539792434799,630.0,3
900.0,535.0,2146.3062327726,2146.3062327726,0.0,5.85545755653427e-05,0.999941467000376,0.0,25.1194713383181,-42.7582371374642,666.0,3
880.0,580.0,2145.84683140182,2145.84683140181,0.0,9.49105143658627e-05,0.999905104072193,0.0,25.1153688303383,-49.8226346578549,702.0,3
920.0,570.0,2110.32732813704,2110.32732813703,0.0,0.000329798312276838,0.999670210553029,0.0,25.0860809015591,-78.0658050050813,630.0,3
930.0,587.5,2103.98057590233,2103.98057590232,0.0,0.00060467232253522,0.99939532511911,0.0,25.1170326677418,-95.8490768910035,630.0,3
990.0,532.5,2161.59812547626,2161.59812547625,0.0,0.00106292961601527,0.998937038786427,0.0,25.5397668905267,-119.765909412423,522.0,3
907.5,568.125,2119.16961349911,2119.16961349911,0.0,0.000209072331083186,0.999790910584338,0.0,25.0763174308683,-66.4768160984688,630.0,3
897.5,630.625,2122.50050758454,2122.50050758454,0.0,0.000590663144897196,0.999409327576741,0.0,25.162082965453,-92.8657588190174,630.0,3
908.125,604.21875,2111.68130815892,2111.68130815892,0.0,0.000465615579874757,0.99953436998678,0.0,25.1025232479903,-86.6562921673733,558.0,3
930.625,623.59375,2111.73855069267,2111.73855069267,0.0,0.00110156047452962,0.99889843646006,0.0,25.1948445428859,-116.136665093832,594.0,3
924.84375,609.7265625,2106.27129839126,2106.27129839126,0.0,0.000779801318728356,0.999220209980235,0.0,25.1392292003843,-103.624404392998,594.0,3
946.71875,593.0078125,2107.47980975638,2107.47980975637,0.0,0.000971541031772677,0.999028453527193,0.0,25.1920255277221,-112.922910995974,594.0,3
937.0703125,595.810546875,2104.55667308247,2104.55667308247,0.0,0.000820785089782946,0.999179218751427,0.0,25.1524434040343,-106.277851940029,630.0,3
942.2265625,573.583984375,2105.99861611029,2105.99861611028,0.0,0.000647575764770426,0.999352411974272,0.0,25.1517758240934,-98.8602076023917,594.0,3
937.880859375,582.61962890625,2104.31706481868,2104.31706481867,0.0,0.000675806343449363,0.999324211985423,0.0,25.1393193594346,-99.9161056001913,594.0,3
930.810546875,574.30908203125,2105.68095601166,2105.68095601165,0.0,0.000488972115164422,0.999511052136679,0.0,25.1106567673365,-89.5217936477056,630.0,3
935.50537109375,590.435180664062,2103.9288131917,2103.9288131917,0.0,0.000726046398444404,0.999273940222829,0.0,25.1386481028711,-102.070060462397,630.0,3
927.62451171875,595.315551757812,2104.17382912321,2104.1738291232,0.0,0.000652511777179835,0.999347493120883,0.0,25.1200358666407,-98.0627966995828,666.0,3
930.188598632812,592.141571044922,2103.8701870817,2103.8701870817,0.0,0.000657842306770173,0.999342165417263,0.0,25.1230352895207,-98.5036835967592,630.0,3
935.693969726562,595.076751708984,2104.24666512396,2104.24666512395,0.0,0.000786248179789501,0.999213741652696,0.0,25.1459525547688,-104.722990631798,630.0,3
