time_s,T_r0.0cm,T_r0.1cm,T_r0.2cm,T_r0.3cm,T_r0.4cm,T_r0.5cm,T_r0.6cm,T_r0.7cm,T_r0.8cm,T_r0.9cm,T_r1.0cm,T_r1.1cm,T_r1.2cm,T_r1.3cm,T_r1.4cm,T_r1.5cm,T_r1.6cm,T_r1.7cm,T_r1.8cm,T_r1.9cm,T_r2.0cm,C_r0.0cm,C_r0.1cm,C_r0.2cm,C_r0.3cm,C_r0.4cm,C_r0.5cm,C_r0.6cm,C_r0.7cm,C_r0.8cm,C_r0.9cm,C_r1.0cm,C_r1.1cm,C_r1.2cm,C_r1.3cm,C_r1.4cm,C_r1.5cm,C_r1.6cm,C_r1.7cm,C_r1.8cm,C_r1.9cm,C_r2.0cm
10,27.999999999986432,28.000000000000576,28.000000000015479,28.000000000016239,28.000000000015081,27.999999999997478,28.0000000000033,28.000000000006992,27.999999999916078,27.999999997087652,27.999999926339921,27.999998586063242,27.999979358820053,27.999770238791882,27.998042450674738,27.987167968787421,27.934829863330538,27.741172773509355,27.186157235653248,25.940902185552652,23.720023279598799,2.5499999999999985,2.5499999999999901,2.5500000000000038,2.5500000000000123,2.5500000000000025,2.5500000000000025,2.5499999999999963,2.549999999999994,2.5500000000000007,2.5499999999999901,2.5499999999999918,2.5499999999999976,2.5500000000000047,2.5499999999999958,2.5499999999999954,2.5499999999999963,2.5500000000000012,2.5500000000000016,2.5499999999960807,2.549948427249864,2.4495000017496822
11,27.999999999989182,28.000000000004935,28.00000000002095,28.000000000017682,28.000000000010509,27.999999999994468,28.000000000004974,27.999999999987512,27.999999999308198,27.99999998302216,27.999999676802766,27.999995203738102,27.999944422407598,27.999495856782833,27.996407330027445,27.979789079862147,27.90966623381518,27.676484274013664,27.061236370765457,25.760795923072049,23.528735163254275,2.549999999999998,2.5499999999999887,2.550000000000002,2.5500000000000123,2.550000000000002,2.5500000000000012,2.5499999999999972,2.5499999999999945,2.5499999999999998,2.5499999999999909,2.5499999999999914,2.5499999999999976,2.5500000000000078,2.5499999999999958,2.5499999999999901,2.5499999999999972,2.5500000000000029,2.5500000000000083,2.5499999999713729,2.5499075485891747,2.4447099699803956
12,27.999999999992948,28.000000000009436,28.000000000025437,28.000000000018503,28.000000000007251,27.999999999992124,28.00000000000108,27.999999999843599,27.999999996052669,27.999999925488076,27.999998880633321,27.999986598571841,27.999871933244098,27.999020806095853,27.993989586303439,27.970249117522602,27.880535267854835,27.607800676326256,26.936615467066076,25.587824781049367,23.347437619287891,2.5499999999999972,2.5499999999999901,2.5500000000000047,2.5500000000000114,2.5500000000000025,2.5500000000000034,2.5499999999999967,2.549999999999994,2.5499999999999989,2.5499999999999901,2.5499999999999923,2.5499999999999972,2.5500000000000074,2.5499999999999958,2.5499999999999883,2.5499999999999967,2.5500000000000012,2.5500000000000087,2.5499999998495859,2.5498483121583688,2.4401429867595534
13,27.999999999997229,28.000000000014019,28.000000000029189,28.000000000019003,28.000000000004622,27.999999999989104,27.9999999999668,27.99999999908222,27.999999982663894,27.999999737319435,27.999996770975315,27.999967771012262,27.999738426995528,27.998269814123159,27.990643453561471,27.958457514949075,27.847725765162462,27.535873192307875,26.812778753550258,25.421359826738144,23.17489832286633,2.549999999999998,2.5499999999999887,2.5500000000000052,2.5500000000000136,2.5500000000000025,2.5500000000000016,2.5499999999999963,2.5499999999999963,2.5499999999999994,2.5499999999999905,2.5499999999999918,2.5499999999999989,2.5500000000000083,2.5499999999999954,2.5499999999999887,2.5499999999999967,2.5500000000000029,2.5500000000000078,2.5499999993830236,2.5497676904962865,2.4357716568231891
14,28.000000000001691,28.000000000018332,28.000000000032301,28.000000000019369,28.000000000002409,27.999999999979114,27.999999999786208,27.999999995933877,27.999999937936284,27.999999220927631,27.999991937154249,27.99993115592526,27.999514360315107,27.997163658839909,27.986244089614129,27.944380785909257,27.81154555425298,27.461331065451567,26.690060061691256,25.260850476081618,23.010118383061531,2.5499999999999989,2.5499999999999892,2.5500000000000047,2.5500000000000123,2.5500000000000012,2.5500000000000029,2.5499999999999972,2.5499999999999918,2.5499999999999989,2.5499999999999901,2.5499999999999909,2.5499999999999976,2.5500000000000083,2.5499999999999958,2.5499999999999883,2.5499999999999967,2.5500000000000029,2.5500000000000087,2.5499999979163901,2.5496631705054158,2.431573769115305
15,28.000000000005922,28.00000000002229,28.000000000034923,28.000000000019615,27.999999999998767,27.999999999934246,27.999999999036106,27.99999998521961,27.999999811384111,27.999997988828564,27.99998207209908,27.999866315872975,27.999165040762136,27.995623154980343,27.98068989989245,27.928030085118408,27.772302998422337,27.384699567735346,26.568687565291125,25.105813843471786,22.852274795328917,2.5499999999999954,2.5499999999999892,2.5500000000000043,2.5500000000000127,2.5500000000000003,2.5500000000000007,2.5499999999999967,2.5499999999999945,2.5499999999999989,2.5499999999999896,2.5499999999999932,2.5499999999999976,2.5500000000000096,2.5499999999999958,2.5499999999999883,2.5499999999999967,2.5500000000000012,2.5500000000000087,2.5499999939796525,2.5495327749343297,2.4275310192944315
16,28.000000000009898,28.000000000025992,28.000000000037197,28.000000000019384,27.999999999986716,27.999999999751573,27.99999999644211,27.999999954079343,27.999999498423751,27.999995363878238,27.999963737770965,27.999759858271538,27.998651893839988,27.993572369114727,27.973902546848699,27.909450066336504,27.730295888276128,27.306416762465265,26.448814375454585,24.955825019657116,22.700679940031719,2.5499999999999967,2.5499999999999892,2.5500000000000047,2.5500000000000127,2.5500000000000025,2.550000000000002,2.5499999999999954,2.5499999999999927,2.5499999999999989,2.5499999999999896,2.5499999999999927,2.5499999999999976,2.5500000000000091,2.5499999999999954,2.5499999999999883,2.5499999999999963,2.5500000000000012,2.5500000000000087,2.5499999846816142,2.5493750398134365,2.4236281105540947
17,28.000000000013788,28.000000000029321,28.000000000039101,28.000000000016865,27.999999999940744,27.999999999113495,27.999999988721857,27.999999874573991,27.999998805482083,27.999990267667009,27.999932178510019,27.99959556416956,27.997933856478525,27.990940966882452,27.965825521541852,27.888709536671577,27.685805218351007,27.226848149362567,26.330539781877231,24.810508622768044,22.554752334675133,2.5499999999999976,2.5499999999999887,2.5500000000000043,2.5500000000000118,2.5500000000000025,2.5500000000000016,2.5499999999999967,2.5499999999999945,2.5499999999999976,2.5499999999999896,2.5499999999999936,2.549999999999998,2.5500000000000087,2.5499999999999958,2.5499999999999883,2.5499999999999967,2.5500000000000029,2.5500000000000083,2.5499999649102878,2.5491889671932593,2.4198521042235059
18,28.000000000017376,28.000000000032355,28.000000000040163,28.000000000005524,27.999999999780051,27.999999997175696,27.999999968439912,27.9999996923179,27.999997405816305,27.999981107838362,27.999881201578884,27.999354688251895,27.996968736662446,27.987665749036875,27.956421935257666,27.865893933108207,27.639092114442036,27.14629905660469,26.213924205858635,24.669531617657913,22.413995039113139,2.5499999999999958,2.5499999999999901,2.5500000000000047,2.5500000000000131,2.550000000000002,2.550000000000002,2.5499999999999963,2.5499999999999945,2.5499999999999989,2.5499999999999901,2.5499999999999927,2.5499999999999972,2.5500000000000087,2.5499999999999958,2.5499999999999878,2.5499999999999963,2.5500000000000029,2.5500000000000074,2.549999926379737,2.5489739666285147,2.4161919402421317
19,28.000000000020524,28.000000000034866,28.000000000038749,27.999999999964285,27.999999999283894,27.999999991953054,27.999999920461228,27.999999310658922,27.999994788336267,27.99996567505141,27.999803132444622,27.99901637791077,27.995714435499526,27.98369150476784,27.945671982781004,27.841099436625395,27.590396745278827,27.065024952118772,26.098999858846977,24.532597273109161,22.27797940011844,2.549999999999998,2.5499999999999892,2.5500000000000047,2.5500000000000131,2.550000000000002,2.550000000000002,2.5499999999999954,2.5499999999999927,2.5499999999999985,2.5499999999999901,2.5499999999999923,2.5499999999999976,2.5500000000000083,2.5499999999999958,2.5499999999999878,2.5499999999999967,2.5500000000000012,2.5499999999999519,2.5499998565895625,2.5487297940063423,2.4126380761617985
20,28.000000000023139,28.000000000036255,28.000000000028795,27.999999999833658,27.999999997916035,27.999999979240879,27.999999816621742,27.999998570429444,27.999990202777393,27.999941058445717,27.999688842372493,27.998558159463933,27.994129976804732,27.978971331062731,27.933570365498486,27.81442846783127,27.539938447826934,26.98323994999307,25.985778424780154,24.399440094222008,22.146332605468913,2.5499999999999972,2.5499999999999892,2.5500000000000034,2.5500000000000131,2.5500000000000012,2.5500000000000016,2.549999999999998,2.5499999999999949,2.5499999999999994,2.5499999999999896,2.5499999999999932,2.549999999999998,2.5500000000000083,2.5499999999999967,2.5499999999999878,2.5499999999999949,2.5500000000000029,2.5499999999996756,2.5499997377755026,2.5484564927902333,2.4091822107221712
21,28.000000000024745,28.000000000034916,27.999999999993339,27.999999999464865,27.99999999449874,27.999999950883357,27.999999608340406,27.999997225821765,27.999982605032834,27.999903585627418,27.999527838971421,27.997956446796366,27.992176325518102,27.973466559153543,27.920123844410018,27.785986304855403,27.487916563711053,26.901123800598626,25.874256651694015,24.269821572473358,22.018728010205152,2.5499999999999998,2.5499999999999896,2.5500000000000043,2.5500000000000109,2.5500000000000016,2.5500000000000007,2.5499999999999963,2.549999999999994,2.5499999999999994,2.5499999999999905,2.5499999999999909,2.5499999999999976,2.5500000000000091,2.5499999999999958,2.5499999999999883,2.5499999999999963,2.5500000000000025,2.5499999999987861,2.5499995459291234,2.548154340366485,2.4058170689748239
22,28.000000000023952,28.000000000024745,27.999999999888754,27.999999998520284,27.999999986660477,27.999999892208475,27.999999217061944,27.999994917393259,27.999970606341591,27.999848790143464,27.999308406508387,27.997187037824727,27.989817000232115,27.967146408809484,27.905349012914261,27.755878590693442,27.434511663168063,26.818827628572951,25.764420456281503,24.143526614325566,21.894877515866412,2.549999999999998,2.5499999999999887,2.5500000000000047,2.5500000000000131,2.5500000000000029,2.5500000000000029,2.5499999999999963,2.5499999999999918,2.5499999999999972,2.5499999999999892,2.5499999999999945,2.5499999999999958,2.5500000000000091,2.5499999999999958,2.5499999999999883,2.5499999999999963,2.5500000000000012,2.5499999999963552,2.5499992499533297,2.5478238006567446,2.402536232991614
23,28.000000000015458,27.999999999990617,27.999999999612637,27.99999999629636,27.99999996996787,27.999999778474923,27.999998522608728,27.999991143516198,27.9999524294814,27.999771406671346,27.999017781567844,27.996225574568314,27.987018499087874,27.959987467378706,27.889270327442432,27.724209533422144,27.379886951108546,26.736478646202539,25.656247958738504,24.020360530601128,21.774525494123395,2.5499999999999963,2.5499999999999896,2.5500000000000043,2.550000000000014,2.5500000000000025,2.5500000000000016,2.5499999999999967,2.5499999999999914,2.5499999999999985,2.5499999999999901,2.5499999999999918,2.5499999999999976,2.5500000000000087,2.5499999999999958,2.5499999999999878,2.5499999999999967,2.5500000000000012,2.5499999999903071,2.5499988110031393,2.5474654832379886,2.3993340068675622
24,27.999999999986514,27.999999999895952,27.999999998944926,27.999999991430563,27.999999936651228,27.999999570229786,27.999997349709599,27.999985231724526,27.99992587431457,27.999665392019402,27.998642350204069,27.995047951807503,27.983750565043447,27.951973067718352,27.871918402237259,27.691080639176555,27.324189727370452,26.654184032082025,25.549711740155296,23.900146488986856,21.657443888728846,2.5499999999999958,2.5499999999999887,2.5500000000000043,2.5500000000000136,2.5500000000000029,2.5500000000000025,2.5499999999999972,2.5499999999999914,2.5499999999999989,2.5499999999999892,2.5499999999999918,2.5499999999999963,2.5500000000000091,2.5499999999999958,2.5499999999999878,2.5499999999999967,2.5500000000000012,2.5499999999763738,2.5499981820417839,2.5470801086896366,2.3962053078912611
25,27.999999999905945,27.999999999659298,27.99999999744507,27.999999981448422,27.999999873837407,27.999999207546111,27.999995453130449,27.999976311386835,27.999888294136394,27.999523968581943,27.998167854410148,27.993630666720016,27.97998631844705,27.943092619507787,27.853328556282602,27.656589850435012,27.267552823767424,26.572034130771168,25.444780529585085,23.782723349576127,21.543428228034671,2.5499999999999967,2.5499999999999896,2.5500000000000038,2.5500000000000136,2.550000000000002,2.5500000000000016,2.5499999999999972,2.5499999999999923,2.5499999999999994,2.5499999999999887,2.5499999999999927,2.5499999999999976,2.5500000000000078,2.5499999999999958,2.5499999999999878,2.5499999999999954,2.5500000000000012,2.5499999999463787,2.5499973076234452,2.5466684796209993,2.3931455779380992
26,27.999999999704539,27.99999999911228,27.999999994285858,27.999999962101597,27.999999761220959,27.999998603183343,27.999992501943542,27.99996328898467,27.999836583420887,27.999339686087165,27.997579597923988,27.991951107421382,27.975702283844281,27.933340932486402,27.833539590853032,27.620830989698128,27.21009597324008,26.490105099942273,25.341420469215539,23.66794381805467,21.432294349383032,2.5499999999999967,2.5499999999999901,2.5500000000000043,2.5500000000000123,2.5500000000000034,2.550000000000002,2.5499999999999967,2.5499999999999918,2.5499999999999989,2.5499999999999905,2.5499999999999923,2.5499999999999976,2.5500000000000083,2.5499999999999958,2.5499999999999878,2.5499999999999958,2.5500000000000016,2.5499999998856442,2.5499961238980897,2.546231456722289,2.3901507106750537
27,27.999999999239119,27.999999997928207,27.999999987998567,27.99999992644862,27.999999568128313,27.999997634788844,27.999988063532715,27.999944827036842,27.999767176814402,27.999104497187911,27.996862643708084,27.989987782189779,27.970878335351781,27.922717557734131,27.812592772111373,27.583893431075744,27.151927087389833,26.40846110727119,25.239596065092151,23.555672863193575,21.323875685966453,2.5499999999999976,2.5499999999999892,2.5500000000000038,2.5500000000000118,2.5500000000000034,2.5500000000000038,2.549999999999998,2.5499999999999954,2.5499999999999985,2.5499999999999892,2.5499999999999901,2.5499999999999972,2.5500000000000083,2.5499999999999958,2.5499999999999883,2.5499999999999972,2.5500000000000012,2.5499999997690761,2.5499945588219695,2.5457699391651349,2.3872169912593346
28,27.99999999823088,27.999999995507487,27.999999976101815,27.99999986363364,27.999999249960151,27.999996136322,27.999981587937189,27.999919327428795,27.999676058650763,27.998809842554152,27.99600199761656,27.987720493626917,27.965497581630935,27.911226163742612,27.790530992439763,27.545861940166446,27.093143431950239,26.327156159570279,25.139270901909772,23.445786355110503,21.218021002451461,2.5499999999999989,2.5499999999999887,2.5500000000000047,2.5500000000000136,2.550000000000002,2.5500000000000016,2.5499999999999963,2.549999999999994,2.5499999999999994,2.5499999999999892,2.5499999999999918,2.5499999999999967,2.5500000000000091,2.5499999999999958,2.5499999999999883,2.5499999999999958,2.5500000000000012,2.5499999995558054,2.5499925325486528,2.5452848487116295,2.3843410460060279
29,27.999999996166448,27.999999990803438,27.999999954584734,27.999999757326673,27.999998744029543,27.999993888929463,27.999972393101803,27.99988491961513,27.999558781844545,27.998446741490469,27.99498277466725,27.985130463411977,27.959546208048824,27.898873957151615,27.767398085327272,27.506816636649436,27.033832697976155,26.246235630719102,25.040408179743309,23.338169888677712,21.114592491862638,2.5499999999999967,2.5499999999999887,2.5500000000000043,2.550000000000014,2.5500000000000025,2.550000000000002,2.5499999999999963,2.5499999999999932,2.5499999999999989,2.5499999999999892,2.5499999999999909,2.5499999999999985,2.5500000000000087,2.5499999999999958,2.5499999999999883,2.5499999999999967,2.5500000000000012,2.5499999991819795,2.5499899579709795,2.5447771169493447,2.3815198000816271
30,27.999999992145394,27.999999982067987,27.999999917214424,27.999999583800111,27.999997964845477,27.999990611532287,27.999959651531579,27.999839453888626,27.999410494769805,27.998005884619101,27.993790345907289,27.982200413934219,27.953013290341406,27.885671153113734,27.74323827074144,27.46683304492548,26.974073971474617,26.165737542150421,24.942971115711817,23.232717762844732,21.013464165699951,2.5500000000000003,2.5499999999999887,2.5500000000000052,2.5500000000000083,2.5500000000000025,2.5500000000000025,2.5499999999999972,2.5499999999999949,2.5499999999999994,2.5499999999999901,2.5499999999999918,2.549999999999998,2.5500000000000087,2.5499999999999958,2.5499999999999883,2.5499999999999976,2.5500000000000012,2.5499999985514687,2.5499867413821931,2.5442476751380871,2.3787504417125351
31,27.999999984656597,27.999999966496496,27.999999854640592,27.99999930963083,27.999996798919717,27.99998595139721,27.999942378756099,27.99978049967207,27.999225974607036,27.997477725751821,27.992410465097915,27.978914613179242,27.945890591156903,27.871630496837355,27.718095710427246,27.425982206576361,26.913938607009293,26.085693639397658,24.84692324274927,23.129332091803068,20.914520483899075,2.5499999999999994,2.5499999999999887,2.5500000000000038,2.5500000000000109,2.550000000000002,2.5500000000000025,2.5499999999999963,2.5499999999999927,2.5499999999999994,2.5499999999999887,2.5499999999999909,2.5499999999999976,2.5500000000000083,2.5499999999999958,2.5499999999999883,2.5499999999999958,2.5500000000000012,2.5499999975243299,2.5499827832249871,2.5436974462231445,2.3760303917228041
32,27.999999971262977,27.999999939748061,27.999999753274551,27.999998889031684,27.999995099199307,27.999979474958412,27.99991942390826,27.99970534859299,27.998999665632311,27.996852570663084,27.990829375376354,27.97525888898403,27.938172348325342,27.856766835564038,27.692014155171091,27.384330834897838,26.853491012254221,26.006130300004656,24.75222862971837,23.027922028093517,20.817655182366398,2.549999999999998,2.5499999999999887,2.5500000000000047,2.5500000000000127,2.5500000000000016,2.550000000000002,2.5499999999999963,2.5499999999999954,2.5499999999999985,2.5499999999999905,2.5499999999999918,2.549999999999998,2.5500000000000069,2.5499999999999967,2.5499999999999883,2.5499999999999958,2.5500000000000012,2.5499999959028328,2.5499779788990393,2.5431273386350965,2.3733572774621932
33,27.99999994817103,27.999999895315241,27.999999593917043,27.999998260825024,27.99999267923447,27.999970659137077,27.99988946257977,27.999611021885947,27.998725720864094,27.996120660851318,27.989033896488966,27.971220618108973,27.929855061564336,27.841096739129668,27.665036669345934,27.341941497800821,26.79278935200151,25.92706930182203,24.658852040596262,22.928403079677757,20.722770262664913,2.5499999999999949,2.5499999999999914,2.5500000000000074,2.5500000000000131,2.5500000000000007,2.5499999999999972,2.5500000000000194,2.55000000000001,2.5500000000000127,2.549999999999998,2.5499999999999994,2.5500000000000012,2.5500000000000078,2.5499999999999901,2.5500000000000034,2.5500000000000007,2.5499999999999652,2.5499999934150064,2.549972219598335,2.5425382415712567,2.3707289103381295
34,27.999999909666119,27.999999823734925,27.999999350160529,27.999997345123141,27.999989307252722,27.999958883387201,27.999850992229796,27.999494281969167,27.998398046329463,27.99527225194867,27.9870114950253,27.966788696206525,27.92093728269888,27.824638164214676,27.637205415511669,27.29887281257324,26.73188617427969,25.848528473513522,24.566759049955802,22.830696514723368,20.629775125378213,2.5499999999999927,2.5499999999999967,2.550000000000002,2.550000000000002,2.5500000000000069,2.5499999999999989,2.5500000000000127,2.5500000000000203,2.550000000000002,2.5499999999999972,2.5500000000000091,2.5499999999999976,2.5500000000000158,2.5499999999999901,2.5500000000000149,2.5499999999999998,2.5499999999998706,2.5499999896958894,2.5499653931662238,2.5419310214073745,2.368143266539585
35,27.999999847389198,27.999999711601923,27.999998986490844,27.999996039702502,27.999984700184093,27.999943422659179,27.999802329819186,27.9993516469866,27.998010345564573,27.994297684180776,27.984750336815036,27.961953490971382,27.911419412605479,27.807410162232969,27.608561496024155,27.255179655734377,26.670828976194336,25.770522249972345,24.475916118954387,22.734728827159579,20.538585807332261,2.5499999999999949,2.5500000000000007,2.5500000000000052,2.5500000000000065,2.5499999999999985,2.5499999999999954,2.5500000000000207,2.5500000000000149,2.5500000000000052,2.5500000000000012,2.549999999999998,2.5499999999999963,2.55000000000003,2.5499999999999901,2.5500000000000136,2.5499999999999989,2.5499999999996685,2.5499999842663148,2.5499573849274237,2.5413065191818749,2.3655984700712671
36,27.999999749435201,27.999999540379861,27.999998456167781,27.999994216182547,27.999978517863454,27.999923441386176,27.999741611933214,27.99917940838186,27.997556164516887,27.993187446207447,27.982239325602542,27.956706784557785,27.90130350784942,27.789432623680181,27.579144834055608,27.210913370446494,26.609660705641772,25.693062144641637,24.386290646626794,22.640431269211629,20.449124323150738,2.5499999999999838,2.5499999999999967,2.55000000000001,2.5500000000000247,2.5500000000000087,2.5500000000000003,2.5500000000000225,2.5500000000000247,2.5499999999999998,2.5500000000000083,2.5499999999999998,2.5500000000000003,2.5500000000000238,2.5499999999999887,2.5500000000000136,2.5499999999999994,2.5499999999993008,2.5499999765098003,2.5499480785026427,2.5406655487981515,2.3630927781057087
