time_s,radius_cm,T_no_latent_C,T_latent_C,temperature_drop_C,C_shared_kg_kg,historical_T_C,historical_C_kg_kg
3,0.8,28.00000000000042,28.00000000000042,0.0,2.549999999999998,27.99999999999996,2.5499999999999985
3,0.9,27.99999999999552,27.99999999999552,0.0,2.5500000000000003,27.999999999999755,2.5500000000000003
3,1.0,28.00000000000291,28.000000000002842,6.750155989720952e-14,2.549999999999999,28.000000000000025,2.5499999999999985
3,1.1,27.999999999992507,27.9999999999925,7.105427357601002e-15,2.5500000000000003,27.999999999999993,2.5500000000000007
3,1.2,28.00000000000451,28.000000000004515,-7.105427357601002e-15,2.55,28.000000000000004,2.5500000000000003
3,1.3,28.00000000000245,28.000000000000618,1.8332002582610585e-12,2.549999999999999,28.000000000000004,2.549999999999999
3,1.4,28.000000000008946,27.99999999850467,1.504275815022993e-09,2.5499999999999985,27.999999999999993,2.5500000000000003
3,1.5,28.00000000001652,27.999999538101374,4.6191514613269646e-07,2.549999999999999,28.000000000003393,2.5499999999999994
3,1.6,28.000000002973458,27.999943785956013,5.6217017444737394e-05,2.55,28.00000000296963,2.5500000000000003
3,1.7,28.000000219665974,27.997224890094774,0.0027753295712003023,2.5500000000000003,28.000000219824052,2.5500000000000007
3,1.8,28.000007262727042,27.942380449979904,0.05762681274713799,2.55,28.000007264025445,2.5500000000000007
3,1.9,28.000115207003528,27.466124022567303,0.5339911844362248,2.5499999999262517,28.00011520423882,2.549999999925417
3,2.0,28.000961383723155,25.569088340377625,2.4318730433455293,2.4943914759592936,28.000961334283478,2.4943920497923693
4,0.0,27.99999999998763,27.99999999998763,0.0,2.5499999999999985,28.000000000000085,2.55
4,0.1,27.99999999999594,27.99999999999594,0.0,2.5499999999999976,28.0,2.549999999999998
4,0.2,27.999999999998046,27.999999999998046,0.0,2.5499999999999985,27.99999999999995,2.55
4,0.3,28.000000000003617,28.000000000003617,0.0,2.5500000000000003,28.00000000000002,2.5500000000000003
4,0.4,28.000000000015508,28.000000000015508,0.0,2.549999999999998,27.999999999999968,2.549999999999999
4,0.5,28.000000000007425,28.000000000007425,0.0,2.5500000000000007,27.99999999999998,2.5500000000000016
4,0.6,27.999999999993374,27.999999999993374,0.0,2.549999999999999,28.000000000000004,2.549999999999999
4,0.7,28.000000000012147,28.000000000012147,0.0,2.5500000000000003,28.000000000000004,2.5500000000000007
4,0.8,28.00000000000193,28.00000000000193,0.0,2.549999999999998,27.99999999999996,2.5499999999999985
4,0.9,27.99999999999552,27.99999999999552,0.0,2.5500000000000003,27.999999999999755,2.5500000000000003
4,1.0,28.00000000000307,28.000000000003087,-1.7763568394002505e-14,2.549999999999999,28.000000000000025,2.5499999999999985
4,1.1,27.99999999999125,27.99999999999123,2.1316282072803006e-14,2.5500000000000003,27.999999999999993,2.5500000000000007
4,1.2,28.00000000000728,28.00000000000345,3.82982534574694e-12,2.5500000000000003,28.000000000000004,2.5500000000000007
4,1.3,28.000000000007113,27.99999999878721,1.2199024013170856e-09,2.549999999999998,28.000000000000004,2.549999999999999
4,1.4,28.00000000002397,27.999999808388804,1.9163516640219314e-07,2.5499999999999985,27.999999999999993,2.5500000000000003
4,1.5,28.000000000941682,27.99998498952742,1.5011414262744438e-05,2.549999999999999,28.000000000935927,2.5499999999999994
4,1.6,28.000000051714565,27.999405975633124,0.0005940760814411306,2.55,28.00000005177331,2.5500000000000003
4,1.7,28.000001529664416,27.987894206965517,0.012107322698899026,2.5500000000000003,28.00000153023294,2.5500000000000007
4,1.8,28.000025251664304,27.869196717558403,0.1308285341059019,2.55,28.00002525360129,2.550000000000001
4,1.9,28.00024430227123,27.216237397920693,0.7840069043505373,2.5499999924886025,28.000244296564595,2.5499999924396928
4,2.0,28.001475459105823,25.21200690285751,2.7894685562483126,2.4859111797980007,28.00147540333738,2.4859118012010293
5,0.0,27.99999999998605,27.99999999998605,0.0,2.5499999999999985,28.000000000000085,2.55
5,0.1,27.999999999995424,27.999999999995424,0.0,2.5499999999999976,28.0,2.549999999999998
5,0.2,27.999999999998046,27.999999999998046,0.0,2.5499999999999985,27.99999999999995,2.55
5,0.3,28.000000000005826,28.000000000005826,0.0,2.5500000000000003,28.00000000000002,2.5500000000000003
5,0.4,28.00000000002057,28.00000000002057,0.0,2.549999999999998,27.999999999999968,2.549999999999999
5,0.5,28.000000000008026,28.000000000008026,0.0,2.5500000000000007,27.99999999999998,2.5500000000000016
5,0.6,27.999999999990926,27.999999999990926,0.0,2.549999999999999,28.000000000000004,2.5499999999999985
5,0.7,28.00000000001257,28.00000000001257,0.0,2.5500000000000003,28.000000000000004,2.5500000000000007
5,0.8,28.00000000000278,28.00000000000278,0.0,2.549999999999998,27.99999999999996,2.549999999999998
5,0.9,27.99999999999552,27.99999999999552,0.0,2.5500000000000007,27.999999999999755,2.5500000000000003
5,1.0,28.00000000000307,28.000000000003123,-5.3290705182007514e-14,2.549999999999999,28.000000000000025,2.5499999999999985
5,1.1,27.99999999999125,27.99999999998678,4.46931380793103e-12,2.5500000000000003,27.999999999999993,2.5500000000000007
5,1.2,28.00000000000953,27.999999999406917,6.02611294198141e-10,2.5500000000000003,28.000000000000004,2.5500000000000007
5,1.3,28.000000000015266,27.99999993713956,6.287570641916318e-08,2.5499999999999985,28.000000000000004,2.549999999999999
5,1.4,28.000000000283674,27.99999624812985,3.752153823199933e-06,2.5499999999999985,28.000000000248725,2.5500000000000003
5,1.5,28.000000011995994,27.999870812553166,0.00012919944282785423,2.549999999999999,28.000000012009753,2.5499999999999994
5,1.6,28.000000329070016,27.997404044435616,0.0025962846344000923,2.55,28.000000329277086,2.5500000000000003
5,1.7,28.000005565022104,27.969052118002228,0.03095344701987557,2.5500000000000003,28.00000556616932,2.5500000000000007
5,1.8,28.00005970125127,27.77574996139757,0.22430973985370173,2.55,28.000059703471326,2.550000000000001
5,1.9,28.000421777141177,26.97646696182753,1.0239548153136475,2.5499998713119965,28.00042176827886,2.549999870825124
5,2.0,28.00205628120176,24.901526064507312,3.100530216694448,2.478466773366695,28.00205621996107,2.478467396077737
6,0.0,27.99999999998605,27.99999999998605,0.0,2.5499999999999985,28.000000000000085,2.55
6,0.1,27.999999999995424,27.999999999995424,0.0,2.5499999999999976,28.0,2.549999999999998
6,0.2,27.999999999998042,27.999999999998042,0.0,2.5499999999999985,27.99999999999995,2.55
6,0.3,28.000000000008228,28.000000000008228,0.0,2.5500000000000003,28.00000000000002,2.5500000000000003
6,0.4,28.000000000024155,28.000000000024155,0.0,2.549999999999998,27.999999999999968,2.549999999999999
6,0.5,28.000000000008363,28.000000000008363,0.0,2.5500000000000007,27.99999999999998,2.5500000000000016
6,0.6,27.99999999999039,27.99999999999039,0.0,2.549999999999999,28.000000000000004,2.5499999999999985
6,0.7,28.00000000001257,28.00000000001257,0.0,2.5500000000000003,28.000000000000004,2.5500000000000007
6,0.8,28.00000000000278,28.00000000000278,0.0,2.549999999999998,27.99999999999996,2.5499999999999985
6,0.9,27.99999999999552,27.99999999999552,0.0,2.5500000000000003,27.999999999999755,2.5500000000000003
6,1.0,28.000000000003123,28.000000000001528,1.595168441781425e-12,2.549999999999999,28.000000000000025,2.5499999999999985
6,1.1,27.99999999999083,27.99999999975651,2.3431923068528704e-10,2.5500000000000003,27.999999999999993,2.5500000000000007
6,1.2,28.000000000013078,27.999999981642944,1.837013385852515e-08,2.55,28.000000000000004,2.5500000000000003
6,1.3,28.000000000085798,27.999999089917385,9.101684135259802e-07,2.549999999999999,28.000000000039375,2.549999999999999
6,1.4,28.000000002791467,27.999971548481646,2.8454309820347135e-05,2.5499999999999985,28.000000002761663,2.5500000000000003
6,1.5,28.000000071885744,27.999434708098395,0.0005653637873486161,2.549999999999999,28.000000071946687,2.5499999999999994
6,1.6,28.000001234627085,27.992789054330853,0.007212180296232162,2.55,28.00000123509076,2.5500000000000003
6,1.7,28.00001428129936,27.940088152089217,0.05992612921014384,2.5500000000000003,28.000014283087324,2.5500000000000007
6,1.8,28.000113915617142,27.66905000374747,0.33106391186967343,2.55,28.000113917763947,2.5500000000000007
6,1.9,28.000645608086618,26.748387844412868,1.2522577636737502,2.5499991068433054,28.00064559602755,2.5499991047248955
6,2.0,28.002696273981243,24.624121863429128,3.3785744105521154,2.4717581017700714,28.002696207888818,2.471758711017859
7,0.0,27.99999999998605,27.99999999998605,0.0,2.5499999999999985,28.000000000000085,2.55
7,0.1,27.999999999995424,27.999999999995424,0.0,2.5499999999999976,28.0,2.549999999999998
7,0.2,27.999999999998057,27.999999999998057,0.0,2.5499999999999985,27.99999999999995,2.55
7,0.3,28.0000000000103,28.0000000000103,0.0,2.5500000000000003,28.00000000000002,2.5500000000000003
7,0.4,28.00000000002656,28.00000000002656,0.0,2.549999999999998,27.999999999999968,2.549999999999999
7,0.5,28.000000000009152,28.000000000009152,0.0,2.5500000000000007,27.99999999999998,2.5500000000000016
7,0.6,27.99999999999039,27.99999999999039,0.0,2.549999999999999,28.000000000000004,2.549999999999999
7,0.7,28.00000000001257,28.00000000001257,0.0,2.5500000000000003,28.000000000000004,2.5500000000000007
7,0.8,28.00000000000278,28.00000000000278,0.0,2.549999999999998,27.99999999999996,2.5499999999999985
7,0.9,27.99999999999552,27.99999999999545,7.105427357601002e-14,2.5500000000000003,27.999999999999755,2.5500000000000003
7,1.0,28.000000000003123,27.999999999925375,7.774758614687016e-11,2.549999999999999,28.000000000000025,2.5499999999999985
7,1.1,27.999999999990827,27.999999994955814,5.035012407006434e-09,2.5500000000000003,27.999999999999993,2.5500000000000007
7,1.2,28.00000000003214,27.999999782402366,2.1762977553407836e-07,2.55,28.000000000000004,2.5500000000000007
7,1.3,28.00000000065845,27.999993667668825,6.332989624269203e-06,2.549999999999998,28.00000000061027,2.549999999999999
7,1.4,28.00000001591781,27.9998753883943,0.00012462752350828055,2.5499999999999985,28.000000015901048,2.5500000000000003
7,1.5,28.00000027575768,27.998330739832394,0.0016695359252878461,2.549999999999999,28.000000275910146,2.5499999999999994
7,1.6,28.000003376069,27.984638607577725,0.015364768491274106,2.55,28.00000337689123,2.5500000000000003
7,1.7,28.000029624196316,27.901642873386276,0.09838675081003956,2.5500000000000003,28.00002962660368,2.5500000000000007
7,1.8,28.00019005123604,27.55396782942983,0.4462222218062095,2.55,28.000190053005124,2.550000000000001
7,1.9,28.00091365759141,26.531678432492008,1.4692352250994034,2.5499963269102923,28.000913642374023,2.5499963211050547
7,2.0,28.00338987964136,24.371762710494856,3.6316271691465047,2.4656068678298846,28.003389809172553,2.4656074589063404
8,0.0,27.99999999998605,27.99999999998605,0.0,2.5499999999999985,28.000000000000085,2.55
8,0.1,27.999999999995424,27.999999999995424,0.0,2.5499999999999976,28.0,2.549999999999998
8,0.2,27.99999999999807,27.99999999999807,0.0,2.5499999999999985,27.99999999999995,2.55
8,0.3,28.000000000011525,28.000000000011525,0.0,2.5500000000000003,28.00000000000002,2.5500000000000003
8,0.4,28.00000000002828,28.00000000002828,0.0,2.549999999999998,27.999999999999968,2.549999999999999
8,0.5,28.000000000009365,28.000000000009365,0.0,2.5500000000000007,27.99999999999998,2.5500000000000016
8,0.6,27.99999999999039,27.99999999999039,0.0,2.549999999999999,28.000000000000004,2.5499999999999985
8,0.7,28.00000000001257,28.00000000001257,0.0,2.5500000000000003,28.000000000000004,2.5500000000000007
8,0.8,28.00000000000278,28.00000000000317,-3.872457909892546e-13,2.549999999999998,27.99999999999996,2.549999999999998
8,0.9,27.99999999999552,27.999999999972527,2.2993162929196842e-11,2.5500000000000007,27.999999999999755,2.5500000000000003
8,1.0,28.000000000003123,27.999999998675644,1.3274785715111648e-09,2.549999999999999,28.000000000000025,2.5499999999999985
8,1.1,27.999999999994944,27.999999948290313,5.170463168724382e-08,2.5500000000000007,27.999999999999993,2.5500000000000007
8,1.2,28.000000000164203,27.999998577506197,1.4226580056231342e-06,2.55,28.000000000109694,2.5500000000000007
8,1.3,28.000000003571746,27.999972246929172,2.7756642573706358e-05,2.5499999999999985,28.000000003525724,2.549999999999999
8,1.4,28.000000062020018,27.999614379529284,0.00038568249073378524,2.5499999999999985,28.000000062031365,2.5500000000000003
8,1.5,28.000000793029415,27.996160879421524,0.0038399136078908214,2.549999999999999,28.000000793329146,2.5499999999999994
8,1.6,28.000007509390485,27.972385928717255,0.027621580673230284,2.55,28.000007510650363,2.5500000000000003
8,1.7,28.000053363459063,27.854857356306052,0.14519600715301095,2.5500000000000003,28.00005336641241,2.5500000000000007
8,1.8,28.00028947938178,27.43377706331312,0.5665124160686617,2.55,28.000289480527556,2.550000000000001
8,1.9,28.001223892629667,26.32548589483446,1.6757379977952063,2.549989155217048,28.001223874328936,2.5499891432350545
8,2.0,28.004132794985757,24.139217041519025,3.8649157534667324,2.4598969063582032,28.00413272051916,2.4598974782491947
9,0.0,27.99999999998532,27.99999999998532,0.0,2.549999999999998,28.00000000000004,2.5500000000000003
9,0.1,27.99999999999699,27.99999999999699,0.0,2.5499999999999896,28.00000000000003,2.549999999999999
9,0.2,28.00000000000859,28.00000000000859,0.0,2.550000000000004,27.999999999999954,2.5500000000000016
9,0.3,28.00000000001388,28.00000000001388,0.0,2.5500000000000096,27.99999999999999,2.55
9,0.4,28.00000000002115,28.000000000021156,-7.105427357601002e-15,2.550000000000002,27.999999999999996,2.55
9,0.5,28.000000000001965,28.000000000001968,-3.552713678800501e-15,2.5500000000000025,27.999999999999986,2.5500000000000007
9,0.6,27.99999999999873,27.999999999998746,-1.4210854715202004e-14,2.5499999999999967,27.999999999999982,2.549999999999998
9,0.7,28.00000000000888,28.00000000000888,0.0,2.549999999999995,28.000000000000004,2.5499999999999994
9,0.8,28.000000000003613,27.999999999997108,6.505018745883717e-12,2.5499999999999994,28.000000000000014,2.549999999999997
9,0.9,28.000000000000693,27.999999999659117,3.4157565664827416e-10,2.549999999999991,27.99999999999992,2.5499999999999985
9,1.0,27.999999999996042,27.999999987734654,1.226138834908852e-08,2.549999999999996,28.000000000000032,2.549999999999999
9,1.1,28.000000000028237,27.999999677673095,3.2235514169087764e-07,2.5499999999999967,28.00000000001719,2.5500000000000007
9,1.2,28.00000000081295,27.999993762317526,6.238495423360746e-06,2.5500000000000034,28.00000000076462,2.549999999999999
9,1.3,28.000000014044414,27.99991087575167,8.913829274348473e-05,2.549999999999996,28.00000001401329,2.549999999999997
9,1.4,28.000000185741268,27.999055983558364,0.0009442021829038083,2.549999999999996,28.000000185808684,2.550000000000001
9,1.5,28.000001870650827,27.992545743380752,0.0074561272700748304,2.5499999999999963,28.00000187117809,2.549999999999997
9,1.6,28.000014471667818,27.955785693703547,0.04422877796427116,2.550000000000001,28.000014473569124,2.549999999999998
9,1.7,28.00008703682418,27.800976331204915,0.19911070561926536,2.5500000000000003,28.00008704072571,2.5500000000000047
9,1.8,28.00041304172741,27.31067694685832,0.6897360948690903,2.5499999999996907,28.00041304317612,2.5499999999997707
9,1.9,28.001574443400937,26.128861196946925,1.872713246454012,2.5499743995346345,28.001574423859672,2.5499743707796134
9,2.0,28.004921560339103,23.92285200482621,4.082069555512891,2.454547532228557,28.0049214841296,2.4545483057648227
10,0.0,27.99999999998643,27.999999999986432,-3.552713678800501e-15,2.5499999999999985,28.00000000000004,2.5500000000000003
10,0.1,28.00000000000054,28.000000000000576,-3.552713678800501e-14,2.54999999999999,28.00000000000003,2.549999999999999
10,0.2,28.000000000015504,28.00000000001548,2.4868995751603507e-14,2.550000000000004,27.999999999999954,2.5500000000000016
10,0.3,28.000000000016268,28.00000000001624,2.842170943040401e-14,2.5500000000000123,27.99999999999999,2.55
10,0.4,28.000000000015074,28.00000000001508,-7.105427357601002e-15,2.5500000000000025,27.999999999999996,2.55
10,0.5,27.99999999999749,27.999999999997478,1.0658141036401503e-14,2.5500000000000025,27.999999999999986,2.5500000000000007
10,0.6,28.000000000003297,28.0000000000033,-3.552713678800501e-15,2.5499999999999963,27.999999999999982,2.549999999999998
10,0.7,28.00000000000889,28.00000000000699,1.8971491044794675e-12,2.549999999999994,28.000000000000004,2.5499999999999994
10,0.8,28.000000000003162,27.999999999916078,8.708411769475788e-11,2.5500000000000007,28.000000000000014,2.549999999999997
10,0.9,27.9999999999989,27.999999997087652,2.911246355097319e-09,2.54999999999999,27.99999999999992,2.5499999999999985
10,1.0,27.999999999997126,27.99999992633992,7.365720477992e-08,2.549999999999992,28.000000000000032,2.549999999999999
10,1.1,28.000000000175483,27.999998586063242,1.4141122406385875e-06,2.5499999999999976,28.00000000016123,2.5500000000000007
10,1.2,28.000000003204132,27.999979358820053,2.064438407956004e-05,2.5500000000000047,28.000000003160967,2.549999999999999
10,1.3,28.000000043475428,27.999770238791882,0.00022980468354560912,2.549999999999996,28.00000004346651,2.549999999999997
10,1.4,28.000000460509032,27.99804245067474,0.001958009834293506,2.5499999999999954,28.00000046067021,2.5499999999999994
10,1.5,28.000003825010275,27.98716796878742,0.012835856222853437,2.5499999999999963,28.000003825861373,2.549999999999997
10,1.6,28.00002512625813,27.93482986333054,0.06519526292759181,2.550000000000001,28.000025128901534,2.549999999999998
10,1.7,28.000131947739764,27.741172773509355,0.2589591742304087,2.5500000000000016,28.000131952576595,2.5500000000000047
10,1.8,28.00056122082595,27.186157235653248,0.814403985172703,2.5499999999960807,28.000561222450386,2.5499999999961136
10,1.9,28.00196360921746,25.940902185552652,2.061061423664807,2.549948427249864,28.001963588389707,2.549948374385084
10,2.0,28.005753315562895,23.7200232795988,4.285730035964097,2.449500001749682,28.005753237644626,2.449500913651759
11,0.0,27.999999999989182,27.999999999989182,0.0,2.549999999999998,28.00000000000004,2.5500000000000003
11,0.1,28.000000000004945,28.000000000004935,1.0658141036401503e-14,2.5499999999999887,28.00000000000003,2.549999999999999
11,0.2,28.000000000020904,28.00000000002095,-4.618527782440651e-14,2.550000000000002,27.999999999999954,2.5500000000000016
11,0.3,28.000000000017693,28.000000000017682,1.0658141036401503e-14,2.5500000000000123,27.99999999999999,2.55
11,0.4,28.000000000010495,28.00000000001051,-1.4210854715202004e-14,2.550000000000002,27.999999999999996,2.55
11,0.5,27.999999999994447,27.99999999999447,-2.1316282072803006e-14,2.550000000000001,27.999999999999986,2.5500000000000007
11,0.6,28.000000000005507,28.000000000004974,5.329070518200751e-13,2.549999999999997,27.999999999999982,2.549999999999998
11,0.7,28.000000000009518,27.999999999987512,2.2005508526490303e-11,2.5499999999999945,28.000000000000004,2.5499999999999994
11,0.8,28.00000000000261,27.999999999308198,6.944134156583459e-10,2.55,28.000000000000014,2.549999999999997
11,0.9,27.99999999999803,27.99999998302216,1.6975867822566215e-08,2.549999999999991,27.99999999999992,2.5499999999999985
11,1.0,28.000000000026603,27.999999676802766,3.2322383702876323e-07,2.5499999999999914,28.000000000023203,2.549999999999999
11,1.1,28.000000000723926,27.999995203738102,4.796985823674049e-06,2.5499999999999976,28.00000000070858,2.5500000000000007
11,1.2,28.00000001018729,27.999944422407598,5.558777969127959e-05,2.550000000000008,28.00000001015152,2.549999999999999
11,1.3,28.000000112477206,27.999495856782833,0.0005042556943735121,2.549999999999996,28.000000112504697,2.549999999999997
11,1.4,28.000000991927017,27.996407330027445,0.0035936618995719982,2.54999999999999,28.000000992229232,2.5500000000000016
11,1.5,28.00000702807574,27.979789079862147,0.020217948213591797,2.549999999999997,28.00000702934277,2.549999999999997
11,1.6,28.000040324442402,27.90966623381518,0.0903740906272219,2.550000000000003,28.000040327905594,2.549999999999998
11,1.7,28.000189185505953,27.676484274013664,0.32370491149228897,2.5500000000000083,28.00018919123853,2.5500000000000047
11,1.8,28.000734253312444,27.061236370765457,0.9394978825469877,2.549999999971373,28.00073425499204,2.549999999971089
11,1.9,28.00238984699623,25.76079592307205,2.2415939239241816,2.5499075485891747,28.00238982485819,2.5499074654728493
11,2.0,28.006625644851333,23.528735163254275,4.477890481597058,2.4447099699803956,28.006625565276472,2.4447109784840895
12,0.0,27.999999999992976,27.999999999992948,2.842170943040401e-14,2.549999999999997,28.00000000000004,2.5500000000000003
12,0.1,28.000000000009432,28.000000000009436,-3.552713678800501e-15,2.54999999999999,28.00000000000003,2.549999999999999
12,0.2,28.000000000025427,28.000000000025437,-1.0658141036401503e-14,2.5500000000000047,27.999999999999954,2.5500000000000016
12,0.3,28.000000000018503,28.000000000018503,0.0,2.5500000000000114,27.99999999999999,2.55
12,0.4,28.00000000000725,28.00000000000725,0.0,2.5500000000000025,27.999999999999996,2.55
12,0.5,27.999999999992262,27.999999999992124,1.3855583347321954e-13,2.5500000000000034,27.999999999999986,2.5500000000000007
12,0.6,28.00000000000655,28.00000000000108,5.4711790653527714e-12,2.5499999999999967,27.999999999999982,2.549999999999998
12,0.7,28.000000000010097,27.9999999998436,1.6649792655698548e-10,2.549999999999994,28.000000000000004,2.5499999999999994
12,0.8,28.000000000002423,27.99999999605267,3.9497543014022085e-09,2.549999999999999,28.000000000000014,2.549999999999997
12,0.9,28.000000000003215,27.999999925488076,7.451513894807249e-08,2.54999999999999,28.00000000000037,2.5499999999999985
12,1.0,28.000000000150333,27.99999888063332,1.1195170124267406e-06,2.5499999999999923,28.00000000014626,2.549999999999999
12,1.1,28.00000000237916,27.99998659857184,1.3403807319178895e-05,2.549999999999997,28.000000002364416,2.5500000000000007
12,1.2,28.00000002733844,27.999871933244098,0.00012809409434311192,2.5500000000000074,28.000000027315227,2.549999999999999
12,1.3,28.000000253647194,27.999020806095853,0.0009794475513409395,2.549999999999996,28.000000253731002,2.549999999999997
12,1.4,28.000001918166497,27.99398958630344,0.006012331863058051,2.5499999999999883,28.00000191866386,2.550000000000001
12,1.5,28.00001189192815,27.970249117522602,0.029762774405547532,2.5499999999999967,28.00001189369699,2.549999999999997
