budget_m,a_m,b_m,travel_m,radius_upper_m,bin_width_deg,movement_and_measure_s,alpha_deg,candidate_margin_min_m
750.0,557.3586191080458,501.84795476914377,750.0000000000001,83.40074107442793,,,,
750.0,539.5048502539885,520.993777844248,750.0000000000001,83.54257731862911,,,,
750.0,520.993777844248,539.5048502539885,750.0000000000001,83.52758536531886,,,,
750.0,501.84795476914377,557.3586191080458,750.0000000000001,81.61156393917376,0.04998787056229048,155.00000000000003,48.00000000000001,-1.1368683772161603e-13
1000.0,822.7241335952167,474.9999999999999,949.9999999999999,62.49182855872304,,,,
1000.0,805.6456913486046,503.4233010215446,949.9999999999999,61.81981311518524,,,,
1000.0,787.5856939272895,531.2332582972095,949.9999999999999,61.740864404943444,,,,
1000.0,768.5661446562,558.3959896778495,949.9999999999999,61.950954555628144,,,,
1000.0,748.6102159263858,584.8784015593753,949.9999999999999,61.829151398332094,,,,
1000.0,727.742220963029,610.6482292022122,949.9999999999998,62.402572521248516,,,,
1000.0,844.3747686898276,487.4999999999999,974.9999999999999,59.91646860535994,,,,
1000.0,826.8468937525153,516.6712826273747,974.9999999999999,59.68933093588622,,,,
1000.0,808.3116332411656,545.2130808839781,974.9999999999999,59.40231084177707,,,,
1000.0,788.7915695155737,573.0906209851612,974.9999999999999,59.70621150163058,,,,
1000.0,768.3104847665537,600.2699384425167,974.9999999999998,59.688861065214354,,,,
1000.0,746.8933320410035,626.7179194443758,974.9999999999999,60.316664604326945,,,,
1000.0,866.0254037844387,499.99999999999994,1000.0,57.501059917175596,,,,
1000.0,848.0480961564259,529.9192642332048,999.9999999999999,57.47229607166963,,,,
1000.0,829.0375725550416,559.1929034707468,999.9999999999999,56.24329874244685,0.04998940039763511,204.99999999999997,34.0,1.1368683772161603e-13
1000.0,809.0169943749473,587.785252292473,999.9999999999999,57.58784705074162,,,,
1000.0,788.0107536067218,615.6614753256582,999.9999999999998,57.972335349596705,,,,
1000.0,766.0444431189779,642.7876096865392,999.9999999999999,58.348217581427114,,,,
1000.0,819.1520442889918,573.576436351046,999.9999999999999,57.59534047338567,,,,
1000.0,860.9923976848174,401.4873486536644,949.9999999999999,64.67626539926148,,,,
1000.0,846.4561979789495,431.2909747525694,950.0,63.64155905573815,,,,
1000.0,830.888721782426,460.5691392340201,950.0,62.474053123849416,,,,
1000.0,814.3089356670067,489.28617116455143,950.0,62.06590959613312,,,,
1000.0,796.7370395481529,517.4070832642757,950.0,61.97151112729867,,,,
1000.0,778.1944420745422,544.8976145334938,950.0,61.56153442427774,,,,
1000.0,883.6500923607337,412.0528051971819,974.9999999999999,61.73511293635118,,,,
1000.0,868.7313610836587,442.64073724605805,975.0,60.853146550522546,,,,
1000.0,852.7542144609109,472.68937974017854,975.0,60.052834681749914,,,,
1000.0,835.7381181845595,502.1621230373028,975.0,59.56831439728405,,,,
1000.0,817.7038037467885,531.0230591396514,975.0000000000001,59.56893278998544,,,,
1000.0,798.673243181767,559.2370254422699,975.0,59.565381454010854,,,,
1000.0,906.30778703665,422.6182617406994,1000.0,58.96687818894817,,,,
1000.0,891.0065241883678,453.99049973954675,1000.0,58.23339338408915,,,,
1000.0,874.6197071393958,484.8096202463369,999.9999999999999,57.82073453839217,,,,
1000.0,857.1673007021124,515.0380749100542,1000.0000000000001,57.22633162426108,,,,
1000.0,838.6705679454241,544.639035015027,1000.0,57.31824256255018,,,,
