time_s,steps,iterations,max_scaled_residual,max_ratio,max_linear_backward_error,cum_water_balance,cum_outward_water_per_rhod_2piL
35,20673,62211,1.3457899939372905e-15,0.0037909577294008151,2.2364204816415476e-16,1.6189274693440867e-18,1.3473766247968135e-06
36,20737,62467,1.3457899939372905e-15,0.0037909577294008151,2.2364204816415476e-16,1.7765785815196494e-18,1.3848883317649883e-06
37,20801,62723,1.3457899939372905e-15,0.0037909577294008151,2.2364204816415476e-16,1.955261691347562e-18,1.422360145605134e-06
38,20865,62979,1.3457899939372905e-15,0.0037909577294008151,2.2364204816415476e-16,2.1593543420270316e-18,1.4597926537822649e-06
39,20929,63235,1.3457899939372905e-15,0.0037909577294008151,2.2364204816415476e-16,2.1509303346687916e-18,1.4971864203494179e-06
40,20993,63491,1.3457899939372905e-15,0.0037909577294008151,2.2364204816415476e-16,2.4259415219606482e-18,1.5345419874597325e-06
41,21057,63747,1.3457899939372905e-15,0.0037909577294008151,2.2364204816415476e-16,2.6309410727842056e-18,1.5718598767452914e-06
42,21121,64003,1.3457899939372905e-15,0.0037909577294008151,2.2364204816415476e-16,2.8187511900934517e-18,1.609140590577415e-06
43,21185,64259,1.3457899939372905e-15,0.0037909577294008151,2.2364204816415476e-16,2.8298040808359618e-18,1.6463846132212283e-06
44,21249,64515,1.3457899939372905e-15,0.0037909577294008151,2.2364204816415476e-16,3.0791819749205658e-18,1.6835924118956149e-06
45,21313,64771,1.3457899939372905e-15,0.0037909577294008151,2.2364204816415476e-16,3.1400128371677154e-18,1.7207644377483167e-06
46,21377,65027,1.3457899939372905e-15,0.0037909577294008151,2.2364204816415476e-16,3.1177904232163252e-18,1.7579011267547063e-06
47,21441,65283,1.3457899939372905e-15,0.0037909577294008151,2.2364204816415476e-16,3.2873333940706799e-18,1.7950029005477439e-06
48,21505,65539,1.3457899939372905e-15,0.0037909577294008151,2.2364204816415476e-16,3.4233276770386856e-18,1.8320701671857627e-06
49,21569,65795,1.3457899939372905e-15,0.0037909577294008151,2.2364204816415476e-16,3.6105012788665721e-18,1.8691033218639259e-06
50,21633,66051,1.3457899939372905e-15,0.0037909577294008151,2.2364204816415476e-16,3.4582072985306325e-18,1.9061027475745691e-06
51,21697,66307,1.3457899939372905e-15,0.0037909577294008151,2.2364204816415476e-16,3.6659579486739647e-18,1.9430688157210615e-06
52,21761,66563,1.3457899939372905e-15,0.0037909577294008151,2.2364204816415476e-16,3.8210578290452608e-18,1.9800018866892938e-06
53,21825,66819,1.3457899939372905e-15,0.0037909577294008151,2.2364204816415476e-16,4.0195690785415288e-18,2.0169023103804879e-06
54,21889,67075,1.3457899939372905e-15,0.0037909577294008151,2.2364204816415476e-16,4.2418038680058177e-18,2.053770426708636e-06
55,21953,67331,1.3457899939372905e-15,0.0037909577294008151,2.2364204816415476e-16,4.5251654435813971e-18,2.0906065660655195e-06
56,22017,67587,1.3457899939372905e-15,0.0037909577294008151,2.2364204816415476e-16,4.6118493188860088e-18,2.1274110497559853e-06
57,22081,67843,1.3457899939372905e-15,0.0037909577294008151,2.2364204816415476e-16,4.6692885338265379e-18,2.1641841904058736e-06
58,22145,68099,1.3457899939372905e-15,0.0037909577294008151,2.2364204816415476e-16,4.7591908654970169e-18,2.2009262923447759e-06
59,22209,68355,1.3457899939372905e-15,0.0037909577294008151,2.2364204816415476e-16,4.9294865707087949e-18,2.2376376519655734e-06
60,22273,68611,1.3457899939372905e-15,0.0037909577294008151,2.2364204816415476e-16,5.1583828524411264e-18,2.2743185580625447e-06
61,22337,68867,1.3457899939372905e-15,0.0037909577294008151,2.2364204816415476e-16,5.187087570660365e-18,2.3109692762607289e-06
62,22401,69123,1.3457899939372905e-15,0.0037909577294008151,2.2364204816415476e-16,5.3366155624255039e-18,2.3475900653876472e-06
63,22465,69379,1.3457899939372905e-15,0.0037909577294008151,2.2364204816415476e-16,5.2724897296058258e-18,2.3841811934569737e-06
64,22529,69635,1.3457899939372905e-15,0.0037909577294008151,2.2364204816415476e-16,5.4749602791040789e-18,2.4207429220060593e-06
65,22593,69891,1.3457899939372905e-15,0.0037909577294008151,2.2364204816415476e-16,5.531161721655499e-18,2.4572755063726878e-06
66,22657,70147,1.3457899939372905e-15,0.0037909577294008151,2.2364204816415476e-16,5.7222929691241455e-18,2.4937791959420029e-06
67,22721,70403,1.3457899939372905e-15,0.0037909577294008151,2.2364204816415476e-16,5.8682353397290201e-18,2.53025423437662e-06
68,22785,70659,1.3457899939372905e-15,0.0037909577294008151,2.2364204816415476e-16,5.810589743225659e-18,2.5667008598331998e-06
69,22849,70915,1.3457899939372905e-15,0.0037909577294008151,2.2364204816415476e-16,6.000472051366927e-18,2.6031193051671181e-06
70,22913,71171,1.3457899939372905e-15,0.0037909577294008151,2.2364204816415476e-16,6.1444562786667355e-18,2.6395097981263164e-06
71,22977,71427,1.3457899939372905e-15,0.0037909577294008151,2.2364204816415476e-16,6.290519624436196e-18,2.6758725615351867e-06
72,23041,71683,1.3457899939372905e-15,0.0037909577294008151,2.2364204816415476e-16,6.4674073387445622e-18,2.7122078134692007e-06
73,23105,71939,1.3457899939372905e-15,0.0037909577294008151,2.2364204816415476e-16,6.7197097298848473e-18,2.7485157674209095e-06
74,23169,72195,1.3457899939372905e-15,0.0037909577294008151,2.2364204816415476e-16,7.0288984691237465e-18,2.7847966324578857e-06
75,23233,72451,1.3457899939372905e-15,0.0037909577294008151,2.2364204816415476e-16,7.1325741851738459e-18,2.8210506133731153e-06
76,23297,72707,1.3457899939372905e-15,0.0037909577294008151,2.2364204816415476e-16,7.1546789326831005e-18,2.8572779108283062e-06
77,23361,72963,1.3457899939372905e-15,0.0037909577294008151,2.2364204816415476e-16,7.3408118379028187e-18,2.8934787214905398e-06
78,23425,73219,1.3457899939372905e-15,0.0037909577294008151,2.2364204816415476e-16,7.6331383969572478e-18,2.9296532381626664e-06
79,23489,73475,1.3457899939372905e-15,0.0037909577294008151,2.2364204816415476e-16,7.6974180853708608e-18,2.9658016499078126e-06
80,23553,73731,1.3457899939372905e-15,0.0037909577294008151,2.2364204816415476e-16,7.7819417785057902e-18,3.0019241421683344e-06
81,23617,73987,1.3457899939372905e-15,0.0037909577294008151,2.2364204816415476e-16,7.8121960128074938e-18,3.0380208968795365e-06
82,23681,74243,1.3457899939372905e-15,0.0037909577294008151,2.2364204816415476e-16,8.0098186635307267e-18,3.0740920925784545e-06
83,23745,74499,1.3457899939372905e-15,0.0037909577294008151,2.2364204816415476e-16,8.2456986243796904e-18,3.1101379045079622e-06
84,23809,74755,1.3457899939372905e-15,0.0037909577294008151,2.2364204816415476e-16,8.3035377811463889e-18,3.1461585047164775e-06
85,23873,75011,1.3457899939372905e-15,0.0037909577294008151,2.2364204816415476e-16,8.4899288701148003e-18,3.1821540621534784e-06
86,23937,75267,1.3457899939372905e-15,0.0037909577294008151,2.2364204816415476e-16,8.5029106426482075e-18,3.2181247427610836e-06
87,24001,75523,1.3457899939372905e-15,0.0037909577294008151,2.2364204816415476e-16,8.8417530830640967e-18,3.2540707095618791e-06
88,24065,75779,1.3457899939372905e-15,0.0037909577294008151,2.2364204816415476e-16,8.9929773120728521e-18,3.2899921227431984e-06
89,24129,76035,1.3457899939372905e-15,0.0037909577294008151,2.2364204816415476e-16,9.1869101168786391e-18,3.32588913973804e-06
90,24193,76291,1.3457899939372905e-15,0.0037909577294008151,2.2364204816415476e-16,9.471385284353868e-18,3.3617619153027835e-06
91,24257,76547,1.3457899939372905e-15,0.0037909577294008151,2.2364204816415476e-16,9.6379214536815925e-18,3.3976106015918729e-06
92,24321,76803,1.3457899939372905e-15,0.0037909577294008151,2.2364204816415476e-16,9.593535665795033e-18,3.4334353482296217e-06
93,24385,77059,1.3457899939372905e-15,0.0037909577294008151,2.2364204816415476e-16,9.6338128475790416e-18,3.4692363023792606e-06
94,24449,77315,1.3457899939372905e-15,0.0037909577294008151,2.2364204816415476e-16,9.9596903692665044e-18,3.5050136088093956e-06
95,24513,77571,1.3457899939372905e-15,0.0037909577294008151,2.2364204816415476e-16,1.0101103512427345e-17,3.5407674099579675e-06
96,24577,77827,1.3457899939372905e-15,0.0037909577294008151,2.2364204816415476e-16,1.0256712522465667e-17,3.5764978459938544e-06
97,24641,78083,1.3457899939372905e-15,0.0037909577294008151,2.2364204816415476e-16,1.0448721511961809e-17,3.612205054876219e-06
98,24705,78339,1.3457899939372905e-15,0.0037909577294008151,2.2364204816415476e-16,1.0789179229318861e-17,3.6478891724116952e-06
99,24769,78595,1.3457899939372905e-15,0.0037909577294008151,2.2364204816415476e-16,1.1058143416140226e-17,3.6835503323095491e-06
100,24833,78851,1.3457899939372905e-15,0.0037909577294008151,2.2364204816415476e-16,1.1400420413857011e-17,3.7191886662348552e-06
101,24897,79107,1.3457899939372905e-15,0.0037909577294008151,2.2364204816415476e-16,1.177604798970344e-17,3.7548043038598224e-06
102,24961,79363,1.3457899939372905e-15,0.0037909577294008151,2.2364204816415476e-16,1.1977079968718887e-17,3.7903973729133336e-06
103,25025,79619,1.3457899939372905e-15,0.0037909577294008151,2.2364204816415476e-16,1.20801717986541e-17,3.8259679992287666e-06
104,25089,79875,1.3457899939372905e-15,0.0037909577294008151,2.2364204816415476e-16,1.2213029309341728e-17,3.8615163067902088e-06
105,25153,80131,1.3457899939372905e-15,0.0037909577294008151,2.2364204816415476e-16,1.2411006303559864e-17,3.8970424177770851e-06
106,25217,80387,1.3457899939372905e-15,0.0037909577294008151,2.2364204816415476e-16,1.2632048298580851e-17,3.9325464526073052e-06
107,25281,80643,1.3457899939372905e-15,0.0037909577294008151,2.2364204816415476e-16,1.306482816109283e-17,3.9680285299789986e-06
108,25345,80899,1.3457899939372905e-15,0.0037909577294008151,2.2364204816415476e-16,1.3342326990679363e-17,4.0034887669108357e-06
109,25409,81155,1.3457899939372905e-15,0.0037909577294008151,2.2364204816415476e-16,1.3737387313861347e-17,4.0389272787810767e-06
110,25473,81411,1.3457899939372905e-15,0.0037909577294008151,2.2364204816415476e-16,1.3887752412406389e-17,4.0743441793653579e-06
111,25537,81667,1.3457899939372905e-15,0.0037909577294008151,2.2364204816415476e-16,1.4096434571317033e-17,4.109739580873251e-06
112,25601,81923,1.3457899939372905e-15,0.0037909577294008151,2.2364204816415476e-16,1.4409495239605716e-17,4.1451135939836941e-06
113,25665,82179,1.3457899939372905e-15,0.0037909577294008151,2.2364204816415476e-16,1.4574733459154768e-17,4.180466327879285e-06
114,25729,82435,1.3457899939372905e-15,0.0037909577294008151,2.2364204816415476e-16,1.4839002672216858e-17,4.2157978902795193e-06
115,25793,82691,1.3457899939372905e-15,0.0037909577294008151,2.2364204816415476e-16,1.5123876954337644e-17,4.2511083874730229e-06
116,25857,82947,1.3457899939372905e-15,0.0037909577294008151,2.2364204816415476e-16,1.5440018353420204e-17,4.2863979243487572e-06
117,25921,83203,1.3457899939372905e-15,0.0037909577294008151,2.2364204816415476e-16,1.5795408335195064e-17,4.3216666044263405e-06
118,25985,83459,1.3457899939372905e-15,0.0037909577294008151,2.2364204816415476e-16,1.6260835775713591e-17,4.3569145298854021e-06
119,26049,83715,1.3457899939372905e-15,0.0037909577294008151,2.2364204816415476e-16,1.666301802057208e-17,4.3921418015940845e-06
120,26113,83971,1.3457899939372905e-15,0.0037909577294008151,2.2364204816415476e-16,1.6941674386028304e-17,4.4273485191367292e-06
121,26177,84227,1.3457899939372905e-15,0.0037909577294008151,2.2364204816415476e-16,1.7105478377792766e-17,4.4625347861367152e-06
122,26241,84483,1.3457899939372905e-15,0.0037909577294008151,2.2364204816415476e-16,1.723518877644236e-17,4.4977007049251236e-06
123,26305,84739,1.3457899939372905e-15,0.0037909577294008151,2.2364204816415476e-16,1.7513937579332037e-17,4.5328463713332514e-06
124,26369,84995,1.3457899939372905e-15,0.0037909577294008151,2.2364204816415476e-16,1.7854588339964544e-17,4.5679718800269066e-06
125,26433,85251,1.3457899939372905e-15,0.0037909577294008151,2.2364204816415476e-16,1.8058421049136519e-17,4.6030773245221284e-06
126,26497,85507,1.3457899939372905e-15,0.0037909577294008151,2.2364204816415476e-16,1.8480294018284103e-17,4.6381627972057108e-06
127,26561,85763,1.3457899939372905e-15,0.0037909577294008151,2.2364204816415476e-16,1.8789954560664887e-17,4.6732283893564399e-06
128,26625,86019,1.3457899939372905e-15,0.0037909577294008151,2.2364204816415476e-16,1.9119224867032312e-17,4.7082741911662543e-06
129,26657,86147,1.3457899939372905e-15,0.0037909577294008151,2.2364204816415476e-16,1.9675819811968219e-17,4.7433002917664313e-06
130,26689,86275,1.3457899939372905e-15,0.0037909577294008151,2.2364204816415476e-16,1.9846843953106926e-17,4.7783067792318708e-06
131,26721,86403,1.3457899939372905e-15,0.0037909577294008151,2.2364204816415476e-16,2.0299856239811645e-17,4.8132937406173378e-06
132,26753,86531,1.3457899939372905e-15,0.0037909577294008151,2.2364204816415476e-16,2.0678996955117163e-17,4.848261261971467e-06
133,26785,86659,1.3457899939372905e-15,0.0037909577294008151,2.2364204816415476e-16,2.0924607972089777e-17,4.8832094283557716e-06
134,26817,86787,1.3457899939372905e-15,0.0037909577294008151,2.2364204816415476e-16,2.1572316654703246e-17,4.9181383238631653e-06
135,26849,86915,1.3457899939372905e-15,0.0037909577294008151,2.2364204816415476e-16,2.1752010062251816e-17,4.9530480316360346e-06
136,26881,87043,1.3457899939372905e-15,0.0037909577294008151,2.2364204816415476e-16,2.2130831279045735e-17,4.9879386338838374e-06
137,26913,87171,1.3457899939372905e-15,0.0037909577294008151,2.2364204816415476e-16,2.2299660496429033e-17,5.0228102119002659e-06
138,26945,87299,1.3457899939372905e-15,0.0037909577294008151,2.2364204816415476e-16,2.2525277937610781e-17,5.0576628460799912e-06
139,26977,87427,1.3457899939372905e-15,0.0037909577294008151,2.2364204816415476e-16,2.2947547436464508e-17,5.0924966159349669e-06
140,27009,87555,1.3457899939372905e-15,0.0037909577294008151,2.2364204816415476e-16,2.3291751558213389e-17,5.1273116001103393e-06
141,27041,87683,1.3457899939372905e-15,0.0037909577294008151,2.2364204816415476e-16,2.3577709550334196e-17,5.1621078763999565e-06
142,27073,87811,1.3457899939372905e-15,0.0037909577294008151,2.2364204816415476e-16,2.4019991443337724e-17,5.1968855217615051e-06
143,27105,87939,1.3457899939372905e-15,0.0037909577294008151,2.2364204816415476e-16,2.4301570961681134e-17,5.2316446123312683e-06
144,27137,88067,1.3457899939372905e-15,0.0037909577294008151,2.2364204816415476e-16,2.4676006260072144e-17,5.2663852234385204e-06
145,27169,88195,1.3457899939372905e-15,0.0037909577294008151,2.2364204816415476e-16,2.4935287884233269e-17,5.301107429619584e-06
146,27201,88323,1.3457899939372905e-15,0.0037909577294008151,2.2364204816415476e-16,2.5361668470731384e-17,5.3358113046315394e-06
147,27233,88451,1.3457899939372905e-15,0.0037909577294008151,2.2364204816415476e-16,2.5854551690141772e-17,5.3704969214656071e-06
148,27265,88579,1.3457899939372905e-15,0.0037909577294008151,2.2364204816415476e-16,2.6014706471236379e-17,5.4051643523602107e-06
149,27297,88707,1.3457899939372905e-15,0.0037909577294008151,2.2364204816415476e-16,2.6512852834089289e-17,5.4398136688137437e-06
150,27329,88835,1.3457899939372905e-15,0.0037909577294008151,2.2364204816415476e-16,2.6813249884187668e-17,5.4744449415970192e-06
151,27361,88963,1.3457899939372905e-15,0.0037909577294008151,2.2364204816415476e-16,2.7347793021173523e-17,5.5090582407654379e-06
152,27393,89091,1.3457899939372905e-15,0.0037909577294008151,2.2364204816415476e-16,2.8051218935487339e-17,5.5436536356708743e-06
153,27425,89219,1.3457899939372905e-15,0.0037909577294008151,2.2364204816415476e-16,2.8505064606659206e-17,5.5782311949732897e-06
154,27457,89347,1.3457899939372905e-15,0.0037909577294008151,2.2364204816415476e-16,2.9055019566022996e-17,5.6127909866520731e-06
155,27489,89475,1.3457899939372905e-15,0.0037909577294008151,2.2364204816415476e-16,2.921782111828262e-17,5.6473330780171279e-06
156,27521,89603,1.3457899939372905e-15,0.0037909577294008151,2.2364204816415476e-16,2.9718368166068311e-17,5.6818575357197175e-06
157,27553,89731,1.3457899939372905e-15,0.0037909577294008151,2.2364204816415476e-16,3.0048236213825883e-17,5.7163644257630404e-06
158,27585,89859,1.3457899939372905e-15,0.0037909577294008151,2.2364204816415476e-16,3.0269951637263065e-17,5.7508538135126111e-06
159,27617,89987,1.3457899939372905e-15,0.0037909577294008151,2.2364204816415476e-16,3.0702506920238736e-17,5.7853257637063686e-06
160,27649,90115,1.3457899939372905e-15,0.0037909577294008151,2.2364204816415476e-16,3.1134744979449492e-17,5.8197803404645832e-06
161,27681,90243,1.3457899939372905e-15,0.0037909577294008151,2.2364204816415476e-16,3.156714992234883e-17,5.8542176072995479e-06
162,27713,90371,1.3457899939372905e-15,0.0037909577294008151,2.2364204816415476e-16,3.1937140986103746e-17,5.8886376271250577e-06
163,27745,90499,1.3457899939372905e-15,0.0037909577294008151,2.2364204816415476e-16,3.2328366603363511e-17,5.9230404622656671e-06
164,27777,90627,1.3457899939372905e-15,0.0037909577294008151,2.2364204816415476e-16,3.2799282180451174e-17,5.957426174465776e-06
165,27809,90755,1.3457899939372905e-15,0.0037909577294008151,2.2364204816415476e-16,3.3053238002238376e-17,5.9917948248984993e-06
166,27841,90883,1.3457899939372905e-15,0.0037909577294008151,2.2364204816415476e-16,3.346577530759511e-17,6.0261464741743529e-06
167,27873,91011,1.3457899939372905e-15,0.0037909577294008151,2.2364204816415476e-16,3.3788145169895042e-17,6.0604811823497716e-06
168,27905,91139,1.3457899939372905e-15,0.0037909577294008151,2.2364204816415476e-16,3.420160002534625e-17,6.0947990089354186e-06
169,27937,91267,1.3457899939372905e-15,0.0037909577294008151,2.2364204816415476e-16,3.454706394316805e-17,6.1291000129043508e-06
170,27969,91395,1.3457899939372905e-15,0.0037909577294008151,2.2364204816415476e-16,3.4876769449935255e-17,6.1633842527000001e-06
171,28001,91523,1.3457899939372905e-15,0.0037909577294008151,2.2364204816415476e-16,3.523597283773156e-17,6.197651786243994e-06
172,28033,91651,1.3457899939372905e-15,0.0037909577294008151,2.2364204816415476e-16,3.5712343257368705e-17,6.2319026709437998e-06
173,28065,91779,1.3457899939372905e-15,0.0037909577294008151,2.2364204816415476e-16,3.6066033693177498e-17,6.2661369637002535e-06
174,28097,91907,1.3457899939372905e-15,0.0037909577294008151,2.2364204816415476e-16,3.633652981849331e-17,6.300354720914887e-06
175,28129,92035,1.3457899939372905e-15,0.0037909577294008151,2.2364204816415476e-16,3.6613548676529409e-17,6.3345559984971331e-06
176,28161,92163,1.3457899939372905e-15,0.0037909577294008151,2.2364204816415476e-16,3.6961938332177809e-17,6.3687408518714027e-06
177,28193,92291,1.3457899939372905e-15,0.0037909577294008151,2.2364204816415476e-16,3.7307066001080606e-17,6.4029093359839751e-06
178,28225,92419,1.3457899939372905e-15,0.0037909577294008151,2.2364204816415476e-16,3.7842937383335068e-17,6.4370615053097966e-06
179,28257,92547,1.3457899939372905e-15,0.0037909577294008151,2.2364204816415476e-16,3.8133712668548231e-17,6.4711974138591191e-06
180,28289,92675,1.3457899939372905e-15,0.0037909577294008151,2.2364204816415476e-16,3.8243608369214422e-17,6.5053171151840219e-06
181,28321,92803,1.3457899939372905e-15,0.0037909577294008151,2.2364204816415476e-16,3.8698998386589925e-17,6.539420657089015e-06
182,28353,92931,1.3457899939372905e-15,0.0037909577294008151,2.2364204816415476e-16,3.9154204149483982e-17,6.5735080869948848e-06
183,28385,93059,1.3457899939372905e-15,0.0037909577294008151,2.2364204816415476e-16,3.957738044508422e-17,6.6075794571770091e-06
184,28417,93187,1.3457899939372905e-15,0.0037909577294008151,2.2364204816415476e-16,4.0046376135970148e-17,6.6416348194618569e-06
185,28449,93315,1.3457899939372905e-15,0.0037909577294008151,2.2364204816415476e-16,4.0287613021863581e-17,6.6756742252411091e-06
186,28481,93443,1.3457899939372905e-15,0.0037909577294008151,2.2364204816415476e-16,4.0534329358929719e-17,6.7096977254802105e-06
187,28513,93571,1.3457899939372905e-15,0.0037909577294008151,2.2364204816415476e-16,4.1024048198906786e-17,6.7437053707254144e-06
188,28545,93699,1.3457899939372905e-15,0.0037909577294008151,2.2364204816415476e-16,4.1527140688232456e-17,6.7776972111101681e-06
189,28577,93827,1.3457899939372905e-15,0.0037909577294008151,2.2364204816415476e-16,4.1882116562713156e-17,6.8116732963611054e-06
190,28609,93955,1.3457899939372905e-15,0.0037909577294008151,2.2364204816415476e-16,4.2315524462105215e-17,6.8456336758037754e-06
191,28641,94083,1.3457899939372905e-15,0.0037909577294008151,2.2364204816415476e-16,4.2784300122948204e-17,6.8795783983681908e-06
192,28673,94211,1.3457899939372905e-15,0.0037909577294008151,2.2364204816415476e-16,4.2986367111705108e-17,6.9135075125941903e-06
193,28705,94339,1.3457899939372905e-15,0.0037909577294008151,2.2364204816415476e-16,4.3654982163915396e-17,6.947421066636689e-06
194,28737,94467,1.3457899939372905e-15,0.0037909577294008151,2.2364204816415476e-16,4.4279961991247439e-17,6.9813191082707802e-06
195,28769,94595,1.3457899939372905e-15,0.0037909577294008151,2.2364204816415476e-16,4.4873049249677041e-17,7.0152016848967419e-06
196,28801,94723,1.3457899939372905e-15,0.0037909577294008151,2.2364204816415476e-16,4.5229304979360514e-17,7.0490688435449341e-06
197,28833,94851,1.3457899939372905e-15,0.0037909577294008151,2.2364204816415476e-16,4.5749169589581462e-17,7.082920630880595e-06
198,28865,94979,1.3457899939372905e-15,0.0037909577294008151,2.2364204816415476e-16,4.6122234456492625e-17,7.1167570932085407e-06
199,28897,95107,1.3457899939372905e-15,0.0037909577294008151,2.2364204816415476e-16,4.6283274941228124e-17,7.1505782764777776e-06
200,28929,95235,1.3457899939372905e-15,0.0037909577294008151,2.2364204816415476e-16,4.6910984671376745e-17,7.1843842262860197e-06
201,28961,95363,1.3457899939372905e-15,0.0037909577294008151,2.2364204816415476e-16,4.7296678104699755e-17,7.2181749878841429e-06
202,28993,95491,1.3457899939372905e-15,0.0037909577294008151,2.2364204816415476e-16,4.7611048303295686e-17,7.2519506061805332e-06
203,29025,95619,1.3457899939372905e-15,0.0037909577294008151,2.2364204816415476e-16,4.8206673765434907e-17,7.285711125745367e-06
204,29057,95747,1.3457899939372905e-15,0.0037909577294008151,2.2364204816415476e-16,4.8537288757285615e-17,7.3194565908148205e-06
205,29089,95875,1.3457899939372905e-15,0.0037909577294008151,2.2364204816415476e-16,4.8982488736695077e-17,7.3531870452951898e-06
206,29121,96003,1.3457899939372905e-15,0.0037909577294008151,2.2364204816415476e-16,4.9590462351018489e-17,7.386902532766956e-06
207,29153,96131,1.3457899939372905e-15,0.0037909577294008151,2.2364204816415476e-16,5.0314717707132156e-17,7.42060309648876e-06
208,29185,96259,1.3457899939372905e-15,0.0037909577294008151,2.2364204816415476e-16,5.071966852550086e-17,7.4542887794013301e-06
209,29217,96387,1.3457899939372905e-15,0.0037909577294008151,2.2364204816415476e-16,5.1040732683203877e-17,7.4879596241313276e-06
210,29249,96515,1.3457899939372905e-15,0.0037909577294008151,2.2364204816415476e-16,5.1350398705656219e-17,7.5216156729951216e-06
